,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
25,26,2-10 keV (Chandra)   ,2.5e-11,           ...,erg/cm^2^/s          ,1.45e+18,1.72e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..581S,26
26,27,2-10 keV (RXTE)      ,4.11e-11,           ...,erg/cm^2^/s          ,1.45e+18,2.83e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJS..193....3R,27
27,28,2-10 keV (Suzaku)    ,-11.6,           ...,log(erg/s/cm^2^)     ,1.45e+18,1.73e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,28
28,29,2-10 keV (XMM)       ,8.83e-12,           ...,erg/s/cm^2^          ,1.45e+18,6.09e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2011MNRAS.413.1206B,29
29,30,0.7-7 keV (ASCA)     ,2.56e-11,           ..., ergs/s/cm^2^        ,9.31e+17,2.75e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2001ApJS..133....1U,30
30,31,0.2-4 keV (EINSTEIN) ,1.4034000000000001e-11,           ...,ergs sec^-1^ cm^-2^  ,5.25e+17,2.67e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,1992ApJS...80..531F,31
31,32,0.7-2 keV (ASCA)     ,2.77e-12,           ..., ergs/s/cm^2^        ,3.26e+17,8.5e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2001ApJS..133....1U,32
32,33,0.2-2 keV (ROSAT)    ,7.455e-12,+/- 1.1 %  ,erg/s/cm^2^          ,3.15e+17,2.37e-06,+/- 2.67E-08 ,Jy                   ,"Broad-band
",                                        ,2000WGA...C...0000W,33
33,34,0.5-2 keV (XMM)      ,4e-13,           ...,erg cm^-2^ s^-1^     ,3.02e+17,1.32e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2006A&A...446..459C,34
34,35,0.5-2 keV (Chandra)  ,1.6e-12,           ..., erg/cm^2^/s         ,3.02e+17,5.3e-07,    ...      ,Jy                   ,"Broad-band
",Observed flux                           ,2007MNRAS.379.1359M,35
35,36,0.3-2 keV (Suzaku)   ,-11.8,           ...,log(erg/s/cm^2^)     ,2.78e+17,5.7e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,36
36,37,O VII 22.1 A (XMM)   ,1.96e-14,+/- 1.22E-14 ,erg/cm^2^/s          ,1.36e+17,1960000000.0,+/- 1.22E+09 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...727..130K,37
37,38,1450 A               ,4e-16,+/- 0.01E-14 ,ergs/cm^2^/s/A       ,2070000000000000.0,2.8100000000000002e-05,+/- 7.02E-06 ,Jy                   ,"Broad-band
",                                        ,2005ApJ...629...61K,38
38,39,C IV 1549 (HST)      ,1.2e-13,           ..., ergs/s/cm^2^        ,1940000000000000.0,12000000000.0,    ...      ,Jy-Hz                ,"Line
",Broad component                         ,2007ApJ...666..757S,39
39,40,F330W (HST/ACS)      ,14.46,           ..., mag                 ,908000000000000.0,0.0059700000000000005,    ...      ,Jy                   ,"Broad-band
","0.3"" radius aperture                    ",2007AJ....134..648M,40
40,41,F330W (HST/ACS)      ,14.27,           ..., mag                 ,908000000000000.0,0.007109999999999999,    ...      ,Jy                   ,"Broad-band
","1"" radius aperture                      ",2007AJ....134..648M,41
41,42,F330W (HST/ACS)      ,14.05,           ..., mag                 ,908000000000000.0,0.008709999999999999,    ...      ,Jy                   ,"Broad-band
","3.79"" radius aperture                   ",2007AJ....134..648M,42
42,43,3390A                ,0.455,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,885000000000000.0,0.00455,+/- 4.55E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,43
43,44,[Ne V] 3425 (HST)    ,2e-14,+/- 4.10E-15 ,erg/cm^2^/s          ,875000000000000.0,2000000000.0,+/- 4.10E+08 ,Jy-Hz                ,"Line
",Nuclear flux                            ,2010MNRAS.405.1315M,44
44,45,3448A                ,0.47700000000000004,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,870000000000000.0,0.00477,+/- 4.77E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,45
45,46,3509A                ,0.49200000000000005,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,855000000000000.0,0.00492,+/- 2.46E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,46
46,47,u (KPNO)             ,13.49,           ...,mag                  ,853000000000000.0,0.00619,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,47
47,48,3571A                ,0.499,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,840000000000000.0,0.00499,+/- 2.50E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,48
48,49,3636A                ,0.495,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,825000000000000.0,0.00495,+/- 2.48E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,49
49,50,U (Johnson)          ,7.06,+/- 0.39   ,milliJy              ,819000000000000.0,0.0070599999999999994,+/- 3.90E-04 ,Jy                   ,"Broad-band
","22.9"" aperture                          ",1983ApJS...52..341M,50
50,51,U (Johnson)          ,4.11,+/- 0.29   ,milliJy              ,819000000000000.0,0.00411,+/- 2.90E-04 ,Jy                   ,"Broad-band
"," 9.7"" aperture                          ",1983ApJS...52..341M,51
51,52,U (Johnson)          ,6.04,+/- 0.34   ,milliJy              ,819000000000000.0,0.00604,+/- 3.40E-04 ,Jy                   ,"Broad-band
","17.7"" aperture                          ",1983ApJS...52..341M,52
52,53,U (Johnson)          ,5.04,+/- 0.31   ,milliJy              ,819000000000000.0,0.00504,+/- 3.10E-04 ,Jy                   ,"Broad-band
","13.6"" aperture                          ",1983ApJS...52..341M,53
53,54,U (U_T^0)            ,11.41,           ...,mag                  ,819000000000000.0,0.0494,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,54
54,55,U (U_T)              ,11.37,+/- 0.20   ,mag                  ,819000000000000.0,0.0513,+/- 1.06E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,55
55,56,3704A                ,0.546,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,810000000000000.0,0.0054600000000000004,+/- 2.73E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,56
56,57,[O II] 3727 (HST)    ,1.19e-14,+/- 3.50E-15 ,erg/cm^2^/s          ,804000000000000.0,1190000000.0,+/- 3.50E+08 ,Jy-Hz                ,"Line
",Nuclear flux                            ,2010MNRAS.405.1315M,57
57,58,3862A                ,0.61,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,777000000000000.0,0.0061,+/- 3.05E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,58
58,59,[Ne III] 3869 (HST)  ,2.67e-14,+/- 4.33E-15 ,erg/cm^2^/s          ,775000000000000.0,2670000000.0,+/- 4.33E+08 ,Jy-Hz                ,"Line
",Nuclear flux                            ,2010MNRAS.405.1315M,59
59,60,4032A                ,0.711,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,744000000000000.0,0.007109999999999999,+/- 3.56E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,60
60,61,4167A                ,0.7659999999999999,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,720000000000000.0,0.007659999999999999,+/- 3.83E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,61
61,62,4255A                ,0.762,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,705000000000000.0,0.00762,+/- 3.81E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,62
62,63,4350A                ,0.7879999999999999,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,690000000000000.0,0.00788,+/- 3.94E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,63
63,64,V (MAGNUM-MIP)       ,6.4,+/- 30  %  ,milliJy              ,683000000000000.0,0.0064,+/- 1.28E-03 ,Jy                   ,"Broad-band
","Nuclear flux; 8.3"" aperture             ",2006ApJ...639...46S,64
64,65,V (MAGNUM)           ,8.6,+/- 0.32   ,milliJy              ,683000000000000.0,0.0086,+/- 3.20E-04 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,65
65,66,m_p                  ,12.2,+/- 0.4    ,mag                  ,681000000000000.0,0.0562,+/- 2.50E-02 ,Jy                   ,"Broad-band
",                                        ,1963CGCG2.C...0000Z,66
66,67,B (B_T)              ,11.1,+/- 0.20   ,mag                  ,681000000000000.0,0.155,+/- 3.13E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,67
67,68,B (B_T^0)            ,11.18,           ...,mag                  ,681000000000000.0,0.14400000000000002,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,68
68,69,B (m_B)              ,11.59,+/- 0.17   ,mag                  ,681000000000000.0,0.0985,+/- 1.67E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,69
69,70,4464A                ,0.845,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,672000000000000.0,0.00845,+/- 4.23E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,70
70,71,B (Johnson)          ,14.8,+/- 0.46   ,milliJy              ,669000000000000.0,0.0148,+/- 4.60E-04 ,Jy                   ,"Broad-band
","22.9"" aperture                          ",1983ApJS...52..341M,71
71,72,B (Johnson)          ,10.37,+/- 0.35   ,milliJy              ,669000000000000.0,0.0104,+/- 3.50E-04 ,Jy                   ,"Broad-band
","13.6"" aperture                          ",1983ApJS...52..341M,72
72,73,B (Johnson)          ,13.26,+/- 0.41   ,milliJy              ,669000000000000.0,0.0133,+/- 4.10E-04 ,Jy                   ,"Broad-band
","17.7"" aperture                          ",1983ApJS...52..341M,73
73,74,B (Johnson)          ,9.4,+/- 0.32   ,milliJy              ,669000000000000.0,0.0094,+/- 3.20E-04 ,Jy                   ,"Broad-band
"," 9.7"" aperture                          ",1983ApJS...52..341M,74
74,75,4566A                ,0.909,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,657000000000000.0,0.00909,+/- 4.55E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,75
75,76,g (KPNO)             ,11.6,           ...,mag                  ,630000000000000.0,0.09,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,76
76,77,4785A                ,0.9470000000000001,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,627000000000000.0,0.009470000000000001,+/- 4.74E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,77
77,78,4900A                ,1.0859999999999999,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,612000000000000.0,0.0109,+/- 5.43E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,78
78,79,4950A                ,1.057,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,606000000000000.0,0.0106,+/- 5.29E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,79
79,80,5000A                ,1.229,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,600000000000000.0,0.0123,+/- 6.15E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,80
80,81,[O III] 5007 (MDM)   ,6.809999999999999e-13,+/- 0.54E-13 ,erg/s/cm^2^          ,599000000000000.0,68100000000.0,+/- 5.40E+09 ,Jy-Hz                ,"Line
",Nuclear flux                            ,2010ApJ...721..715D,81
81,82,[O III] 5007 (HST)   ,2.2200000000000001e-13,+/- 2.50E-15 ,erg/cm^2^/s          ,599000000000000.0,22200000000.0,+/- 2.50E+08 ,Jy-Hz                ,"Line
",Nuclear flux                            ,2010MNRAS.405.1315M,82
82,83,5050A                ,1.197,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,594000000000000.0,0.012,+/- 5.99E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,83
83,84,5100A                ,1.053,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,588000000000000.0,0.0105,+/- 5.27E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,84
84,85,5100 A (HST/HRC)     ,5.96e-15,+/- 1.21E-15 ,erg/cm^2^/s/A        ,588000000000000.0,0.00518,+/- 1.05E-03 ,Jy                   ,"Broad-band
","Aperture = 1.5"" x 4""                    ",2006ApJ...644..133B,85
85,86,5263A                ,1.052,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,570000000000000.0,0.0105,+/- 5.26E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,86
86,87,5350A                ,1.071,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,561000000000000.0,0.0107,+/- 5.36E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,87
87,88,B (MAGNUM-MIP)       ,3.0,+/- 30  %  ,milliJy              ,549000000000000.0,0.003,+/- 6.00E-04 ,Jy                   ,"Broad-band
","Nuclear flux; 8.3"" aperture             ",2006ApJ...639...46S,88
88,89,B (MAGNUM)           ,4.18,+/- 0.32   ,milliJy              ,549000000000000.0,0.00418,+/- 3.20E-04 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,89
89,90,V (Johnson)          ,13.34,           ...,mag                  ,542000000000000.0,0.0168,    ...      ,Jy                   ,"Broad-band
","23"" aperture                            ",1988VIrPh.C...0000d,90
90,91,V (Johnson)          ,24.54,+/- 0.68   ,milliJy              ,542000000000000.0,0.0245,+/- 6.80E-04 ,Jy                   ,"Broad-band
","22.9"" aperture                          ",1983ApJS...52..341M,91
91,92,V (Johnson)          ,14.65,+/- 0.40   ,milliJy              ,542000000000000.0,0.0147,+/- 4.00E-04 ,Jy                   ,"Broad-band
","9.7"" aperture                           ",1983ApJS...52..341M,92
92,93,V (Johnson)          ,20.39,+/- 0.56   ,milliJy              ,542000000000000.0,0.0204,+/- 5.60E-04 ,Jy                   ,"Broad-band
","17.7"" aperture                          ",1983ApJS...52..341M,93
93,94,V (Johnson)          ,17.66,+/- 0.48   ,milliJy              ,542000000000000.0,0.0177,+/- 4.80E-04 ,Jy                   ,"Broad-band
","13.6"" aperture                          ",1983ApJS...52..341M,94
94,95,V (Johnson)          ,12.19,           ...,mag                  ,542000000000000.0,0.0484,    ...      ,Jy                   ,"Broad-band
","54.2"" aperture                          ",1968AJ.....73..866W,95
95,96,V (Johnson)          ,12.435,           ...,mag                  ,542000000000000.0,0.0385,    ...      ,Jy                   ,"Broad-band
","35.4"" aperture                          ",1968AJ.....73..866W,96
96,97,V (Johnson)          ,12.728,           ...,mag                  ,542000000000000.0,0.0295,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,97
97,98,V (Johnson)          ,12.77,           ...,mag                  ,542000000000000.0,0.0284,    ...      ,Jy                   ,"Broad-band
","25"" aperture                            ",1988VIrPh.C...0000d,98
98,99,V (V_T^0)            ,10.42,           ...,mag                  ,542000000000000.0,0.247,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,99
99,100,V (V_T)              ,10.28,+/- 0.20   ,mag                  ,542000000000000.0,0.281,+/- 5.76E-02 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,100
100,101,5556A                ,1.101,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,540000000000000.0,0.011,+/- 5.51E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,101
101,102,5840A                ,1.173,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,514000000000000.0,0.0117,+/- 5.87E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,102
102,103,F606W (HST)          ,13.24,+/- 0.36   , mag                 ,505000000000000.0,0.0172,+/- 5.70E-03 ,Jy                   ,"Broad-band
",Bulge mag; exponential fit              ,2004ApJ...615..652N,103
103,104,6055A                ,1.203,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,495000000000000.0,0.012,+/- 6.02E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,104
104,105,[Fe VII] line        ,4.09e-15,+/- 0.56E-15 ,ergs cm^-2^ s^-1^    ,493000000000000.0,409000000.0,+/- 5.60E+07 ,Jy-Hz                ,"Line
",Nuclear region line                     ,2006ApJ...653.1098R,105
105,106,[Fe VII] 6086 (HST)  ,8.2e-15,+/- 2.7E-15 ,erg/cm^2^/s          ,493000000000000.0,820000000.0,+/- 2.70E+08 ,Jy-Hz                ,"Line
",Nuclear flux                            ,2010MNRAS.405.1315M,106
106,107,r (KPNO)             ,10.76,           ...,mag                  ,479000000000000.0,0.155,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,107
107,108,[O I] line           ,2.004e-14,+/- 0.9E-15 ,ergs cm^-2^ s^-1^    ,476000000000000.0,2000000000.0,+/- 9.00E+07 ,Jy-Hz                ,"Line
",Nuclear region line                     ,2006ApJ...653.1098R,108
108,109,6370A                ,1.234,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,471000000000000.0,0.0123,+/- 6.17E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,109
109,110,[Fe X] 6374 (HST)    ,8.3e-15,+/- 3.4E-15 ,erg/cm^2^/s          ,470000000000000.0,830000000.0,+/- 3.40E+08 ,Jy-Hz                ,"Line
",Nuclear flux                            ,2010MNRAS.405.1315M,110
110,111,6520A                ,1.345,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,460000000000000.0,0.0135,+/- 6.73E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,111
111,112,6540A                ,1.493,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,459000000000000.0,0.0149,+/- 7.47E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,112
112,113,6560A                ,1.6680000000000001,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,457000000000000.0,0.0167,+/- 8.34E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,113
113,114,H{alpha} (HST)       ,-11.87,           ...,log(erg/s/cm^2^)     ,457000000000000.0,135000000000.0,    ...      ,Jy-Hz                ,"Line
",Broad component                         ,2014A&A...563A.119B,114
114,115,H{alpha} (HST)       ,-13.1,           ...,log(erg/s/cm^2^)     ,457000000000000.0,7940000000.0,    ...      ,Jy-Hz                ,"Line
",Narrow component                        ,2014A&A...563A.119B,115
115,116,6580A                ,1.811,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,456000000000000.0,0.0181,+/- 9.06E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,116
116,117,6600A                ,1.883,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,455000000000000.0,0.0188,+/- 9.42E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,117
117,118,6620A                ,1.861,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,453000000000000.0,0.0186,+/- 9.31E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,118
118,119,6640A                ,1.547,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,452000000000000.0,0.0155,+/- 7.74E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,119
119,120,6726A                ,1.389,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,446000000000000.0,0.0139,+/- 6.95E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,120
120,121,6800A                ,1.252,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,441000000000000.0,0.0125,+/- 6.26E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,121
121,122,R (Johnson)          ,34.33,+/- 1.56   ,milliJy              ,428000000000000.0,0.0343,+/- 1.56E-03 ,Jy                   ,"Broad-band
","17.7"" aperture                          ",1983ApJS...52..341M,122
122,123,R (Johnson)          ,40.41,+/- 1.83   ,milliJy              ,428000000000000.0,0.0404,+/- 1.83E-03 ,Jy                   ,"Broad-band
","22.9"" aperture                          ",1983ApJS...52..341M,123
123,124,R (Johnson)          ,12.42,           ...,mag                  ,428000000000000.0,0.0299,    ...      ,Jy                   ,"Broad-band
","23"" aperture                            ",1988VIrPh.C...0000d,124
124,125,R (Johnson)          ,11.3,           ...,mag                  ,428000000000000.0,0.084,    ...      ,Jy                   ,"Broad-band
","54.2"" aperture                          ",1968AJ.....73..866W,125
125,126,R (Johnson)          ,11.79,           ...,mag                  ,428000000000000.0,0.0535,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,126
126,127,R (Johnson)          ,11.57,           ...,mag                  ,428000000000000.0,0.0655,    ...      ,Jy                   ,"Broad-band
","35.4"" aperture                          ",1968AJ.....73..866W,127
127,128,R (Johnson)          ,30.59,+/- 1.37   ,milliJy              ,428000000000000.0,0.0306,+/- 1.37E-03 ,Jy                   ,"Broad-band
","13.6"" aperture                          ",1983ApJS...52..341M,128
128,129,R (Johnson)          ,11.81,           ...,mag                  ,428000000000000.0,0.0525,    ...      ,Jy                   ,"Broad-band
","25"" aperture                            ",1988VIrPh.C...0000d,129
129,130,R (Johnson)          ,25.45,+/- 1.15   ,milliJy              ,428000000000000.0,0.0255,+/- 1.15E-03 ,Jy                   ,"Broad-band
","9.7"" aperture                           ",1983ApJS...52..341M,130
130,131,7100A                ,1.273,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,423000000000000.0,0.0127,+/- 6.37E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,131
