,obsID,Name,MNV startTime¥_šUTC¥_Š,obs Mode,J2000_RA,J2000_Dec,Exp(ks)
41,O010129316003,BLANK_SKY2,10/12/2017 20:50,Point,57.3952,-24.3781,10
42,O010129321004,BLANK_SKY15,11/12/2017 01:36,Point,142.4784,5.7199,10
43,O011457701053,Swift_J0243.6+6124,11/12/2017 06:23,Point,40.918,61.4341,10
44,O011160501024,Crab,11/12/2017 11:09,Point,83.6331,22.0145,10
45,O010129319002,BLANK_SKY19,11/12/2017 15:56,Point,151.749,2.1364,10
46,O010129308003,BLANK_SKY10,11/12/2017 20:42,Point,345.6353,27.1995,10
47,O011457701054,Swift_J0243.6+6124,12/12/2017 01:28,Point,40.918,61.4341,10
53,O011457701055,Swift_J0243.6+6124,12/12/2017 23:45,Point,40.918,61.4341,10
54,O011160501025,Crab,13/12/2017 07:42,Point,83.6331,22.0145,10
59,O011457701056,Swift_J0243.6+6124,14/12/2017 09:10,Point,40.918,61.4341,10
60,O010131101002,Cen X-3,14/12/2017 13:56,Point,170.3157,-60.6229,50
61,O011160501026,Crab,15/12/2017 17:00,Point,83.6331,22.0145,10
62,O011457701057,Swift_J0243.6+6124,15/12/2017 21:46,Point,40.918,61.4341,10
63,O010132701001,M87,16/12/2017 02:33,Point,187.7041,12.3911,30
64,O011463801001,1ES 1959+650,16/12/2017 16:52,Point,299.9991,65.1486,10
65,O011457701058,Swift_J0243.6+6124,16/12/2017 21:38,Point,40.918,61.4341,10
66,O011160501027,Crab,17/12/2017 02:25,Point,83.6331,22.0145,10
67,O010132701002,M87,17/12/2017 07:11,Point,187.7041,12.3911,30
68,O011463801002,1ES 1959+650,17/12/2017 18:20,Point,299.9991,65.1486,10
69,O010132701006,M87,17/12/2017 23:06,Point,187.7041,12.3911,30
70,O011457701061,Swift_J0243.6+6124,18/12/2017 11:50,Point,40.918,61.4341,10
71,O011463801003,1ES 1959+650,18/12/2017 16:36,Point,299.9991,65.1486,10
72,O011160501029,Crab,18/12/2017 21:23,Point,83.6331,22.0145,10
73,O010132701005,M87,19/12/2017 02:09,Point,187.7041,12.3911,30
74,O011457701062,Swift_J0243.6+6124,19/12/2017 18:04,Point,40.918,61.4341,10
75,O011463801004,1ES 1959+650,19/12/2017 22:50,Point,299.9991,65.1486,10
76,O010129308004,BLANK_SKY10,20/12/2017 03:37,Point,345.6353,27.1995,10
77,O010129319003,BLANK_SKY19,20/12/2017 08:23,Point,151.749,2.1364,10
78,O010129318003,BLANK_SKY12,20/12/2017 13:10,Point,129.9525,4.7236,10
79,O011457701063,Swift_J0243.6+6124,20/12/2017 17:56,Point,40.918,61.4341,10
80,O011463801005,1ES 1959+650,20/12/2017 22:43,Point,299.9992,65.1486,10
81,O011160501030,Crab,21/12/2017 03:29,Point,83.6331,22.0145,10
82,O010129301004,BLANK_SKY21,21/12/2017 08:15,Point,193.2758,68.4275,10
83,O010129315001,BLANK_SKY3,21/12/2017 13:02,Point,50.3109,-57.196,10
84,O011457701064,Swift_J0243.6+6124,21/12/2017 17:48,Point,40.918,61.4341,10
85,O011463801006,1ES 1959+650,21/12/2017 22:35,Point,299.9992,65.1486,10
90,O011457701065,Swift_J0243.6+6124,22/12/2017 16:05,Point,40.918,61.4341,10
91,O011463801007,1ES 1959+650,22/12/2017 20:51,Point,299.9992,65.1486,10
92,O011160501031,Crab,23/12/2017 01:38,Point,83.6331,22.0145,10
96,O011457701066,Swift_J0243.6+6124,23/12/2017 17:32,Point,40.918,61.4341,10
97,O011463801008,1ES 1959+650,23/12/2017 22:19,Point,299.9992,65.1486,10
100,O011457701067,Swift_J0243.6+6124,24/12/2017 09:27,Point,40.918,61.4341,10
101,O011463801009,1ES 1959+650,24/12/2017 14:13,Point,299.9992,65.1486,10
102,O011160501031,Crab,24/12/2017 19:00,Point,83.6331,22.0145,10
103,O010131101003,Cen X-3,24/12/2017 23:46,Point,170.3157,-60.6229,50
104,O011457701068,Swift_J0243.6+6124,25/12/2017 17:16,Point,40.918,61.4341,10
105,O011463801010,1ES 1959+650,25/12/2017 22:03,Point,299.9992,65.1486,10
106,O010129801010,Cyg X-3,26/12/2017 02:49,Point,308.1074,40.9577,30
107,O011457701069,Swift_J0243.6+6124,26/12/2017 17:08,Point,40.918,61.4341,10
108,O011463801011,1ES 1959+650,26/12/2017 21:54,Point,299.9992,65.1486,10
109,O010129801011,Cyg X-3,27/12/2017 02:41,Point,308.1074,40.9577,20
110,O011160501033,Crab,27/12/2017 10:38,Point,83.6331,22.0145,10
111,O011457701070,Swift_J0243.6+6124,27/12/2017 15:24,Point,40.918,61.4341,10
112,O011463801012,1ES 1959+650,27/12/2017 20:11,Point,299.9992,65.1486,10
113,O010130201001,Cas A,28/12/2017 00:57,Point,350.85,58.815,30
114,O011457701071,Swift_J0243.6+6124,28/12/2017 15:16,Point,40.918,61.4341,10
115,O011463801013,1ES 1959+650,28/12/2017 20:02,Point,299.9992,65.1486,10
116,O011160501034,Crab,29/12/2017 00:49,Point,83.6331,22.0145,10
117,O010130201002,Cas A,29/12/2017 07:11,Point,350.85,58.815,15
118,O011457701072,Swift_J0243.6+6124,29/12/2017 15:08,Point,40.918,61.4341,10
119,O011463801014,1ES 1959+650,29/12/2017 19:54,Point,299.9992,65.1486,10
120,O010129308005,BLANK_SKY10,30/12/2017 00:41,Point,345.6353,27.1995,10
121,O010129318004,BLANK_SKY12,30/12/2017 05:27,Point,129.9525,4.7236,6
122,O010129319004,BLANK_SKY19,30/12/2017 10:13,Point,151.749,2.1364,10
123,O011457701073,Swift_J0243.6+6124,30/12/2017 15:00,Point,40.918,61.4341,10
124,O011463801015,1ES 1959+650,30/12/2017 19:46,Point,299.9992,65.1486,10
125,O011160501035,Crab,31/12/2017 00:32,Point,83.6331,22.0145,8
126,O010129316004,BLANK_SKY2,31/12/2017 05:19,Point,57.3952,-24.3781,8
127,O010129301005,BLANK_SKY21,31/12/2017 10:05,Point,193.2758,68.4275,15
128,O011457701074,Swift_J0243.6+6124,31/12/2017 14:52,Point,40.918,61.4341,10
129,O011463801016,1ES 1959+650,31/12/2017 19:38,Point,299.9992,65.1486,10
,obsID,Name,MNVstartTime¥_šUTC¥_Š,obsMode,J2000_RA,J2000_Dec,Exp(ks)
6,O011158001003,PSR J2032+4127,01/11/2017 17:52,Point,308.0547,41.4568,10
7,O011457701016,Swift_J0243.6+6124,01/11/2017 22:39,Point,40.918,61.4341,10
8,O010129317001,BLANK_SKY1,02/11/2017 05:00,Point,49.5352,-7.315,25
9,O010129314001,BLANK_SKY4,02/11/2017 17:44,Point,327.119,-42.4725,30
10,O011457701017,Swift_J0243.6+6124,03/11/2017 04:52,Point,40.918,61.4341,30
11,O010129310001,BLANK_SKY8,03/11/2017 17:36,Point,50.1817,17.5512,30
12,O011457701018,Swift_J0243.6+6124,04/11/2017 04:44,Point,40.918,61.4341,10
14,O011457701019,Swift_J0243.6+6124,05/11/2017 12:33,Point,40.918,61.4341,20
15,O010131501003,Cyg X-1,05/11/2017 20:30,Point,299.5903,35.2016,10
16,O010132601004,CasA,06/11/2017 01:17,Point,350.8499,58.815,50
17,O011457701020,Swift_J0243.6+6124,06/11/2017 23:33,Point,40.918,61.4341,10
18,O010132601005,CasA,07/11/2017 04:19,Point,350.8499,58.815,50
22,O011457701021,Swift_J0243.6+6124,08/11/2017 12:09,Point,40.918,61.4341,20
26,O011160501001,Crab,09/11/2017 04:03,Point,83.6331,22.0145,40
27,O011457701022,Swift_J0243.6+6124,10/11/2017 00:44,Point,40.918,61.4341,8
28,O010130001004,Cyg X-2,10/11/2017 05:31,Point,326.1715,38.3214,25
29,O011160501002,Crab,10/11/2017 16:39,Point,83.6331,22.0145,20
30,O011457701023,Swift_J0243.6+6124,11/11/2017 00:36,Point,40.918,61.4341,8
31,O010130001005,Cyg X-2,11/11/2017 05:23,Point,326.1715,38.3214,25
32,O011160501003,Crab,11/11/2017 16:31,Point,83.6331,22.0145,21
33,O011457701024,Swift_J0243.6+6124,12/11/2017 00:29,Point,40.918,61.4341,8
34,O010130001006,Cyg X-2,12/11/2017 05:15,Point,326.1715,38.3214,25
35,O011160501004,Crab,12/11/2017 16:24,Point,83.6331,22.0145,22
36,O011457701025,Swift_J0243.6+6124,13/11/2017 00:21,Point,40.918,61.4341,8
37,O010130001007,Cyg X-2,13/11/2017 05:08,Point,326.1715,38.3214,25
38,O011160501005,Crab,13/11/2017 16:16,Point,83.6331,22.0145,23
39,O011457701026,Swift_J0243.6+6124,14/11/2017 00:14,Point,40.918,61.4341,10
40,O010129801002,Cyg X-3,14/11/2017 05:00,Point,308.1074,40.9577,25
41,O011160501006,Crab,14/11/2017 16:09,Point,83.6331,22.0145,25
42,O011457701027,Swift_J0243.6+6124,15/11/2017 00:07,Point,40.918,61.4341,10
43,O010129801003,Cyg X-3,15/11/2017 04:53,Point,308.1074,40.9577,25
44,O011160501007,Crab,15/11/2017 16:02,Point,83.6331,22.0145,25
45,O011457701028,Swift_J0243.6+6124,16/11/2017 00:00,Point,40.918,61.4341,10
46,O010129801004,Cyg X-3,16/11/2017 04:47,Point,308.1074,40.9577,25
47,O011160501008,Crab,16/11/2017 15:56,Point,83.6331,22.0145,15
48,O011157901004,Crab offset,16/11/2017 20:43,Point,85.1883,21.1787,10
49,O011457701029,Swift_J0243.6+6124,17/11/2017 01:29,Point,40.918,61.4341,10
50,O010129801005,Cyg X-3,17/11/2017 06:16,Point,308.1074,40.9577,20
51,O011160501009,Crab,17/11/2017 15:50,Point,83.6331,22.0145,15
52,O010131501004,Cyg X-1,17/11/2017 20:37,Point,299.5903,35.2016,15
53,O011457701030,Swift_J0243.6+6124,18/11/2017 01:24,Point,40.918,61.4341,10
54,O010129316001,BLANK_SKY2,18/11/2017 06:11,Point,57.3952,-24.3781,10
55,O010129318001,BLANK_SKY12,18/11/2017 10:58,Point,129.9525,4.7236,10
56,O011160501010,Crab,18/11/2017 15:45,Point,83.6331,22.0145,15
57,O010129319001,BLANK_SKY19,18/11/2017 20:32,Point,151.749,2.1364,10
58,O011457701031,Swift_J0243.6+6124,19/11/2017 01:19,Point,40.918,61.4341,10
59,O011162201001,Vega,19/11/2017 06:06,Point,279.2347,38.7837,10
60,O011157901005,Crab offset,19/11/2017 10:53,Point,85.2021,22.0071,15
61,O011160501011,Crab,19/11/2017 15:40,Point,83.6331,22.0145,15
62,O011157901006,Crab offset,19/11/2017 20:27,Point,85.9493,21.9967,20
63,O011457701032,Swift_J0243.6+6124,20/11/2017 06:01,Point,40.918,61.4341,15
64,O010129301001,BLANK_SKY21,20/11/2017 10:47,Point,193.2758,68.4275,10
65,O011160501012,Crab,20/11/2017 15:34,Point,83.6331,22.0145,10
66,O010129312001,BLANK_SKY6,20/11/2017 18:46,Point,322.5919,-23.0951,10
67,O011457701033,Swift_J0243.6+6124,20/11/2017 23:33,Point,40.918,61.4341,10
68,O010131501005,Cyg X-1,21/11/2017 04:19,Point,299.5903,35.2016,30
69,O011160501013,Crab,21/11/2017 17:04,Point,83.6331,22.0145,10
70,O011158001004,PSR J2032+4127,21/11/2017 21:51,Point,308.0547,41.4568,10
71,O011457701034,Swift_J0243.6+6124,22/11/2017 02:38,Point,40.918,61.4341,10
76,O011457701035,Swift_J0243.6+6124,22/11/2017 20:09,Point,40.918,61.4341,10
77,O011160501014,Crab,23/11/2017 00:55,Point,83.6331,22.0145,10
84,O011457701036,Swift_J0243.6+6124,24/11/2017 00:47,Point,40.918,61.4341,10
89,O010130001008,Cyg X-2,24/11/2017 18:18,Point,326.1715,38.3214,10
92,O011457701037,Swift_J0243.6+6124,25/11/2017 05:26,Point,40.918,61.4341,10
93,O011160501015,Crab,25/11/2017 10:12,Point,83.6331,22.0145,10
94,O010129801006,Cyg X-3,25/11/2017 14:58,Point,308.1074,40.9577,10
95,O010131501006,Cyg X-1,25/11/2017 19:45,Point,299.5903,35.2016,10
96,O011457701038,Swift_J0243.6+6124,26/11/2017 00:31,Point,40.918,61.4341,10
97,O010130001009,Cyg X-2,26/11/2017 05:17,Point,326.1715,38.3214,10
98,O010129801007,Cyg X-3,26/11/2017 10:04,Point,308.1074,40.9577,10
99,O010129320003,BLANK_SKY20,26/11/2017 14:50,Point,145.0792,23.0907,10
100,O010129321003,BLANK_SKY15,26/11/2017 19:36,Point,142.4784,5.7199,10
101,O011457701039,Swift_J0243.6+6124,27/11/2017 00:23,Point,40.918,61.4341,10
102,O011160501016,Crab,27/11/2017 05:09,Point,83.6331,22.0145,10
103,O010129301002,BLANK_SKY21,27/11/2017 09:55,Point,193.2758,68.4275,10
104,O010129307001,BLANK_SKY11,27/11/2017 14:42,Point,319.0534,3.8279,10
105,O010129308001,BLANK_SKY10,27/11/2017 19:28,Point,345.6353,27.1995,10
106,O011457701040,Swift_J0243.6+6124,28/11/2017 00:14,Point,40.918,61.4341,10
107,O010131501007,Cyg X-1,28/11/2017 05:01,Point,299.5903,35.2016,30
108,O011160501017,Crab,28/11/2017 19:19,Point,83.6331,22.0145,10
109,O011457701041,Swift_J0243.6+6124,29/11/2017 00:06,Point,40.918,61.4341,10
110,O010131501008,Cyg X-1,29/11/2017 04:52,Point,299.5903,35.2016,30
111,O011160501018,Crab,29/11/2017 20:46,Point,83.6331,22.0145,10
112,O011457701042,Swift_J0243.6+6124,30/11/2017 01:33,Point,40.918,61.4341,10
,obsID,Name,MNVstartTime¥_šUTC¥_Š,obsMode,J2000_RA,J2000_Dec,Exp(ks)
1,O011157301001,GX339-4,01/10/2017 01:15,Point,255.7056,-48.7896,100
13,O011457701001,Swift J0243.6+6124,07/10/2017 00:27,Point,40.918,61.434,100
25,O010130001002,Cyg X-2,16/10/2017 10:23,Point,326.1714,38.3214,40
26,O011457701002,Swift_J0243.6+6124,17/10/2017 00:42,Point,40.918,61.4341,10
27,O010130001003,Cyg X-2,17/10/2017 05:28,Point,326.1715,38.3214,40
28,O011457701003,Swift_J0243.6+6124,18/10/2017 00:34,Point,40.918,61.4341,10
35,O011457701004,Swift_J0243.6+6124,19/10/2017 00:27,Point,40.918,61.4341,10
42,O011457701005,Swift_J0243.6+6124,20/10/2017 00:19,Point,40.918,61.4341,12
43,O011157901001,Crab offset,20/10/2017 06:41,Point,85.0429,19.821,10
44,O011157901002,Crab offset,20/10/2017 11:28,Point,85.1262,20.5561,10
45,O011157901003,Crab offset,20/10/2017 17:50,Point,85.8659,20.5565,15
46,O011457701006,Swift_J0243.6+6124,21/10/2017 03:23,Point,40.918,61.4341,12
47,O010123701001,Cyg X-3,21/10/2017 08:09,Point,308.1074,40.9577,75
48,O011457701007,Swift_J0243.6+6124,22/10/2017 19:10,Point,40.918,61.4341,12
49,O011158001001,PSR J2032+4127,23/10/2017 00:00,Point,308.0547,41.4568,12
55,O011457701008,Swift_J0243.6+6124,23/10/2017 20:38,Point,40.918,61.4341,12
61,O011457701010,Swift_J0243.6+6124,24/10/2017 17:20,Point,40.918,61.4341,10
62,O011158001002,PSR J2032+4127,24/10/2017 22:06,Point,308.0547,41.4568,10
64,O011457701011,Swift_J0243.6+6124,26/10/2017 01:10,Point,40.918,61.4341,50
65,O010122301001,Perseus,27/10/2017 01:02,Point,49.9467,41.5131,100
66,O011457701012,Swift_J0243.6+6124,28/10/2017 20:00,Point,40.918,61.4341,10
67,O010131001002,GRS 1915+105,29/10/2017 00:46,Point,288.7981,10.9458,40
68,O011457701013,Swift_J0243.6+6124,29/10/2017 19:52,Point,40.918,61.4341,10
69,O010131001003,GRS 1915+105,30/10/2017 00:38,Point,288.7981,10.9458,40
70,O011457701014,Swift_J0243.6+6124,30/10/2017 19:44,Point,40.918,61.4341,10
76,O010131501002,Cyg X-1,31/10/2017 16:25,Point,299.5903,35.2016,10
77,O011457701015,Swift_J0243.6+6124,31/10/2017 21:11,Point,40.918,61.4341,10
,obsID,Name,MNVstartTime¥_šUTC¥_Š,obsMode,J2000_RA,J2000_Dec,Exp(ks)
1,O010129901002,Crab,01/09/2017 00:00,Point,83.6331,22.0145,130
2,O010129701001,B1509-58,03/09/2017 01:39,Point,228.4813,-59.1358,7
3,O010129901003,Crab,03/09/2017 04:50,Point,83.6331,22.0145,20
4,O010129701002,B1509-58,03/09/2017 17:34,Point,228.4813,-59.1358,6
5,O010129901004,Crab,03/09/2017 20:45,Point,83.6331,22.0145,26
6,O011153301001,Burst,04/09/2017 09:29,Point,95.9,-39.9,10
7,O010129701003,B1509-58,04/09/2017 15:50,Point,228.4813,-59.1358,6
8,O010129901005,Crab,04/09/2017 20:37,Point,83.6331,22.0145,20
9,O011153401001,MAXI J1543-564,05/09/2017 07:45,Point,235.823,-56.414,50
10,O011453501001,MAXI J1535-571,06/09/2017 07:37,Point,233.832,-57.23,100
11,O010129703002,Crab,13/09/2017 08:15,Point,83.6331,22.0145,8
12,O010129701004,B1509-58,13/09/2017 11:26,Point,228.4813,-59.1358,20
13,O010129702001,B0540-69,13/09/2017 17:47,Point,85.0452,-69.3317,25
14,O011453501002,MAXI J1535-571,14/09/2017 04:56,Point,233.832,-57.23,8
15,O010129701005,B1509-58,14/09/2017 08:07,Point,228.4813,-59.1358,20
16,O010129702002,B0540-69,14/09/2017 14:28,Point,85.0452,-69.3317,25
17,O010129703003,Crab,15/09/2017 01:37,Point,83.6331,22.0145,8
18,O011453501003,MAXI J1535-571,15/09/2017 04:48,Point,233.832,-57.23,8
19,O010129701006,B1509-58,15/09/2017 07:58,Point,228.4813,-59.1358,20
20,O010129702003,B0540-69,15/09/2017 14:20,Point,85.0452,-69.3317,25
21,O010129703004,Crab,16/09/2017 03:04,Point,83.6331,22.0145,8
22,O011453501003,MAXI J1535-571,16/09/2017 06:15,Point,233.832,-57.23,8
23,O010129701007,B1509-58,16/09/2017 09:26,Point,228.4813,-59.1358,20
24,O010129702004,B0540-69,16/09/2017 15:48,Point,85.0452,-69.3317,25
25,O010129703005,Crab,17/09/2017 02:56,Point,83.6331,22.0145,5
26,O011453501005,MAXI J1535-571,17/09/2017 06:07,Point,233.832,-57.23,8
27,O010129701008,B1509-58,17/09/2017 09:18,Point,228.4813,-59.1358,20
28,O010129702005,B0540-69,17/09/2017 15:40,Point,85.0452,-69.3317,25
29,O011453501006,MAXI J1535-571,18/09/2017 02:48,Point,233.832,-57.23,8
30,O010129701009,B1509-58,18/09/2017 05:59,Point,228.4813,-59.1358,20
31,O010129702006,B0540-69,18/09/2017 12:21,Point,85.0452,-69.3317,25
32,O010129701010,B1509-58,19/09/2017 01:05,Point,228.4813,-59.1358,60
33,O011453501007,MAXI J1535-571,19/09/2017 23:22,Point,233.832,-57.23,8
34,O011455001001,0817_C,20/09/2017 02:33,Point,36.2267,52.6293,60
35,O011453501009,MAXI J1535-571,21/09/2017 02:26,Point,233.832,-57.23,150
36,O011455001003,0817_C,24/09/2017 00:29,Point,36.2267,52.6293,150
49,O010129901006,Crab,29/09/2017 17:25,Point,83.6331,22.0145,70
,obsID,Name,MNVstartTime¥_šUTC¥_Š,obsMode,J2000_RA,J2000_Dec,Exp(ks)
1,O011433501001,Granat 1716-249,25/06/2017 02:23,Point,259.9039,-25.0176,100
2,O010124701001,Vela X-1,27/06/2017 00:33,Point,135.5286,-40.5547,120
17,O010130801001,Her X-1,01/07/2017 03:21,Point,254.4575,35.3423,100
18,O010132801001,Sco X-1,03/07/2017 00:01,Point,244.9794,-15.6402,50
19,O010132401001,PSR B1509-58,04/07/2017 01:32,Point,228.4813,-59.1357,100
21,O010132601001,Cas A,08/07/2017 01:02,Point,350.8499,58.815,100
23,O010132601002,Cas A,11/07/2017 00:37,Point,350.8499,58.815,150
25,O010132601003,Cas A,15/07/2017 00:03,Point,350.8499,58.815,50
34,O010133001001,GRS 1915+105,17/07/2017 01:22,Point,288.7981,10.9457,100
35,O010132201001,B0540-69,19/07/2017 01:05,Point,85.0452,-69.3317,200
51,O010131101001,Cen X-3,25/07/2017 00:17,Point,170.3157,-60.6229,100
52,O010131001001,GRS 1915+105,27/07/2017 03:12,Point,288.7981,10.9457,50
53,O010130001001,Cyg X-2,28/07/2017 04:40,Point,326.1714,38.3214,50
54,O011433501002,Granat 1716-249,28/07/2017 11:02,Point,259.9039,-25.0176,130
57,O011151601001,H1743-322,31/07/2017 04:18,Point,266.565,-32.2333,100
,obsID,Name,MNVstartTime¥_šUTC¥_Š,obsMode,J2000_RA,J2000_Dec,Exp(ks)
1,O011151701001,4U 0115+63,02/08/2017 04:03,Point,19.6325,63.7425,50
2,O011151601002,H 1743-322,03/08/2017 02:20,Point,266.565,-32.2333,5
3,O010130901001,GX 301-2,03/08/2017 05:31,Point,186.6565,-62.7703,50
4,O011151601004,H1743-322,04/08/2017 05:23,Point,266.565,-32.2333,5
5,O011151701002,4U 0115+63,04/08/2017 08:34,Point,19.6325,63.7425,5
6,O010130901004,GX 301-2,04/08/2017 11:45,Point,186.6565,-62.7703,30
7,O011151601005,H1743-322,05/08/2017 00:29,Point,266.565,-32.2333,5
8,O011151701003,4U 0115+63,05/08/2017 03:40,Point,19.6325,63.7425,5
9,O010130801002,Her X-1,05/08/2017 06:51,Point,254.4575,35.3423,50
10,O011151601006,H1743-322,06/08/2017 06:43,Point,266.565,-32.2333,5
11,O011151701004,4U 0115+63,06/08/2017 09:54,Point,19.6325,63.7425,5
12,O010130801003,Her X-1,06/08/2017 13:05,Point,254.4575,35.3423,35
14,O011151601007,H1743-322,07/08/2017 03:24,Point,266.565,-32.2333,5
15,O011151701005,4U 0115+63,07/08/2017 06:35,Point,19.6325,63.7425,5
22,O011151601008,H1743-322,08/08/2017 04:52,Point,266.565,-32.2333,5
23,O011151701006,4U 0115+63,08/08/2017 08:03,Point,19.6325,63.7425,5
30,O011151601009,H1743-322,09/08/2017 06:19,Point,266.565,-32.2333,5
31,O011151701007,4U 0115+63,09/08/2017 09:30,Point,19.6325,63.7425,5
45,O011151601010,H1743-322,11/08/2017 06:03,Point,266.565,-32.2333,5
46,O011151701008,4U 0115+63,11/08/2017 09:14,Point,19.6325,63.7425,30
47,O011452001001,GRO J1008-57,11/08/2017 21:58,Point,152.4333,-58.295,50
48,O011151601011,H1743-322,12/08/2017 20:15,Point,266.565,-32.2333,8
49,O010132001001,GS 1826-238,13/08/2017 01:01,Point,277.3675,-23.7969,40
50,O011151601012,H1743-322,13/08/2017 21:42,Point,266.565,-32.2333,5
63,O011151601013,H1743-322,15/08/2017 15:04,Point,266.565,-32.2333,8
64,O011151701010,4U 0115+63,15/08/2017 19:51,Point,19.6325,63.7425,30
65,O011452001002,GRO J1008-57,16/08/2017 08:35,Point,152.4333,-58.295,80
70,O011452001003,GRO J1008-57,18/08/2017 11:30,Point,152.4333,-58.295,80
83,O011151601015,H1743-322,22/08/2017 12:36,Point,266.565,-32.2333,5
84,O011151701011,4U 0115+63,22/08/2017 15:47,Point,19.6325,63.7425,30
91,O011151601016,H1743-322,23/08/2017 23:38,Point,266.565,-32.2333,8
92,O010131501001,Cyg X-1,24/08/2017 02:49,Point,299.5902,35.2016,80
93,O011151601017,H1743-322,25/08/2017 20:14,Point,266.565,-32.2333,8
94,O010130601001,GX 17+2,26/08/2017 01:00,Point,274.0057,-14.0362,28
95,O010130301001,4U 1728-34,26/08/2017 13:45,Point,262.9905,-33.834,27
96,O010129901001,Crab,27/08/2017 04:05,Point,83.6331,22.0145,98
97,O010130601002,GX 17+2,28/08/2017 03:59,Point,274.0057,-14.0363,25
98,O010130301002,4U 1728-34,28/08/2017 16:43,Point,262.9905,-33.834,25
111,O010130601003,GX 17+2,31/08/2017 02:02,Point,274.0057,-14.0363,20
112,O010129901002,Crab,31/08/2017 10:00,Point,83.6331,22.0145,130
