,Name,obs Mode,J2000_RA,J2000_Dec
73,Her X-1,Point,254.4575,35.3423
81,Her X-1,Point,254.4575,35.3423
85,Her X-1,Point,254.4575,35.3423
97,Her X-1,Point,254.4575,35.3423
77,Her X-1,Point,254.4575,35.3423
74,MAXI J1820+070,Point,275.091,7.1856
82,MAXI J1820+070,Point,275.091,7.1856
98,MAXI J1820+070,Point,275.091,7.1856
103,MAXI J1820+070,Point,275.091,7.1856
137,MAXI J1820+070,Point,275.091,7.1856
118,MAXI J1820+070,Point,275.091,7.1856
130,MAXI J1820+070,Point,275.091,7.1856
142,MAXI J1820+070,Point,275.091,7.1856
27,MAXI J1820+070,Point,275.091,7.1856
4,MAXI J1820+070,Point,275.091,7.1856
8,MAXI J1820+070,Point,275.091,7.1856
21,MAXI J1820+070,Point,275.091,7.1856
24,MAXI J1820+070,Point,275.091,7.1856
65,MAXI J1820+070,Point,275.091,7.1856
41,MAXI J1820+070,Point,275.091,7.1856
44,MAXI J1820+070,Point,275.091,7.1856
47,MAXI J1820+070,Point,275.091,7.1856
52,MAXI J1820+070,Point,275.091,7.1856
78,Sco X-1,Point,244.9794,-15.6403
,Name,obs Mode,J2000_RA,J2000_Dec
17,4U 1608-52,Point,243.179,-52.423
4,4U 1608-52,Point,243.179,-52.423
8,4U 1608-52,Point,243.179,-52.423
24,4U 1608-52,Point,243.179,-52.423
23,4U 1630-472,Point,248.5067,-47.393
3,4U 1630-472,Point,248.5067,-47.393
16,4U 1630-472,Point,248.5067,-47.393
7,4U 1630-472,Point,248.5067,-47.393
25,4U 1636-536,Point,250.231,-53.751
44,4U 1636-536,Point,250.231,-53.751
28,4U 1636-536,Point,250.231,-53.751
48,4U 1636-536,Point,250.231,-53.751
9,4U 1636-536,Point,250.231,-53.751
21,4U 1636-536,Point,250.231,-53.751
18,4U 1636-536,Point,250.231,-53.751
5,4U 1636-536,Point,250.231,-53.751
36,4U 1636-536,Point,250.231,-53.751
40,4U 1636-536,Point,250.231,-53.751
32,4U 1636-536,Point,250.231,-53.751
97,BLANK_SKY13,Point,234.3967,-20.1846
96,BLANK_SKY17,Point,233.4943,-3.4427
133,Cas A,Point,350.85,58.815
94,Cen X-3,Point,170.3158,-60.623
76,Cyg X-1,Point,299.5903,35.2016
82,Cyg X-2,Point,326.1715,38.3214
46,Cyg X-3,Point,308.1074,40.9577
42,Cyg X-3,Point,308.1074,40.9577
34,Cyg X-3,Point,308.1074,40.9577
30,Cyg X-3,Point,308.1074,40.9577
38,Cyg X-3,Point,308.1074,40.9577
20,Cyg X-3,Point,308.1074,40.9577
26,Cyg X-3,Point,308.1074,40.9577
116,GRS 1915+105,Point,288.7981,10.9458
112,GRS 1915+105,Point,288.7981,10.9458
99,GRS 1915+105,Point,288.7981,10.9458
119,GRS 1915+105,Point,288.7981,10.9458
95,GRS 1915+105,Point,288.7981,10.9458
60,GRS 1915+105,Point,288.7981,10.9458
135,GRS 1915+105,Point,288.7981,10.9458
92,GRS 1915+105,Point,288.7981,10.9458
132,GRS 1915+105,Point,288.7981,10.9458
80,GRS 1915+105,Point,288.7981,10.9458
77,GRS 1915+105,Point,288.7981,10.9458
74,GRS 1915+105,Point,288.7981,10.9458
64,GRS 1915+105,Point,288.7981,10.9458
49,GRS 1915+105,Point,288.7981,10.9458
79,GX 17+2,Point,274.0057,-14.0363
113,GX 17+2,Point,274.0057,-14.0363
117,GX 301-2,Point,186.6565,-62.7703
31,H 1417-624,Point,215.3033,-62.6983
47,H 1417-624,Point,215.3033,-62.6983
27,H 1417-624,Point,215.3033,-62.6983
35,H 1417-624,Point,215.3033,-62.6983
22,H 1417-624,Point,215.3033,-62.6983
43,H 1417-624,Point,215.3033,-62.6983
19,H 1417-624,Point,215.3033,-62.6983
39,H 1417-624,Point,215.3033,-62.6983
33,MAXI J1820+070,Point,275.091,7.1856
78,MAXI J1820+070,Point,275.091,7.1856
81,MAXI J1820+070,Point,275.091,7.1856
37,MAXI J1820+070,Point,275.091,7.1856
134,MAXI J1820+070,Point,275.091,7.1856
75,MAXI J1820+070,Point,275.091,7.1856
93,MAXI J1820+070,Point,275.091,7.1856
63,MAXI J1820+070,Point,275.091,7.1856
6,MAXI J1820+070,Point,275.1083,7.0369
61,MAXI J1820+070,Point,275.091,7.1856
41,MAXI J1820+070,Point,275.091,7.1856
131,MAXI J1820+070,Point,275.091,7.1856
118,MAXI J1820+070,Point,275.091,7.1856
98,MAXI J1820+070,Point,275.091,7.1856
115,MAXI J1820+070,Point,275.091,7.1856
29,MAXI J1820+070,Point,275.091,7.1856
45,MAXI J1820+070,Point,275.091,7.1856
50,MAXI J1820+070,Point,275.091,7.1856
111,MAXI J1820+070,Point,275.091,7.1856
114,Sco X-1,Point,244.9794,-15.6403
,Name,obs Mode,J2000_RA,J2000_Dec
97,4U 1608-52,Point,243.1789,-52.4229
109,4U 1608-52,Point,243.1789,-52.4229
117,4U 1608-52,Point,243.179,-52.423
102,4U 1608-52,Point,243.1789,-52.4229
105,4U 1608-52,Point,243.1789,-52.4229
121,4U 1608-52,Point,243.179,-52.423
125,4U 1608-52,Point,243.179,-52.423
112,4U 1608-52,Point,243.179,-52.423
108,4U 1630-472,Point,248.5067,-47.393
120,4U 1630-472,Point,248.5067,-47.393
116,4U 1630-472,Point,248.5067,-47.393
77,4U 1630-472,Point,248.5067,-47.393
124,4U 1630-472,Point,248.5067,-47.393
96,4U 1630-472,Point,248.5067,-47.393
104,4U 1630-472,Point,248.5067,-47.393
84,4U 1630-472,Point,248.5067,-47.393
100,4U 1630-472,Point,248.5067,-47.393
92,4U 1630-472,Point,248.5067,-47.393
72,4U 1630-472,Point,248.5067,-47.393
111,4U 1630-472,Point,248.5067,-47.393
115,4U 1636-536,Point,250.231,-53.751
118,4U 1636-536,Point,250.231,-53.751
122,4U 1636-536,Point,250.231,-53.751
126,4U 1636-536,Point,250.231,-53.751
110,4U 1636-536,Point,250.231,-53.751
23,8hr,Point,124,-78.75
53,8hr,Point,124,-78.75
46,8hr,Point,124,-78.75
29,8hr,Point,124,-78.75
40,8hr,Point,124,-78.75
35,8hr,Point,124,-78.75
37,Antlia,Point,157.5,-35.3333
55,Antlia,Point,157.5,-35.3333
42,Antlia,Point,157.5,-35.3333
48,Antlia,Point,157.5,-35.3333
31,Antlia,Point,157.5,-35.3333
25,Antlia,Point,157.5,-35.3333
21,BLANK_SKY13,Point,234.3967,-20.1846
98,BLANK_SKY13,Point,234.3967,-20.1846
93,BLANK_SKY14,Point,258.4627,57.472
20,BLANK_SKY17,Point,233.4943,-3.4427
19,BLANK_SKY18,Point,244.3452,20.0333
99,BLANK_SKY18,Point,244.3452,20.0333
51,BLANK_SKY3,Point,50.3109,-57.196
94,BLANK_SKY3,Point,50.3109,-57.196
52,BLANK_SKY7,Point,312.1284,-36.5756
114,Cen X-3,Point,170.3158,-60.623
26,Centaurus,Point,192.5,-41.3333
32,Centaurus,Point,192.5,-41.3333
38,Centaurus,Point,192.5,-41.3333
4,Cyg X-1,Point,299.5903,35.2016
71,Cyg X-2,Point,326.1715,38.3214
73,Cyg X-2,Point,326.1715,38.3214
76,Cyg X-3,Point,308.1074,40.9577
36,Dusty10,Point,153,-80.8333
47,Dusty10,Point,153,-80.8333
24,Dusty10,Point,153,-80.8333
41,Dusty10,Point,153,-80.8333
54,Dusty10,Point,153,-80.8333
30,Dusty10,Point,153,-80.8333
43,Dusty11,Point,170,-85.3333
49,Dusty11,Point,170,-85.3333
56,Dusty11,Point,170,-85.3333
103,GRS 1915+105,Point,288.7981,10.9458
123,GRS 1915+105,Point,288.7981,10.9458
75,GRS 1915+105,Point,288.7981,10.9458
78,GX 17+2,Point,274.0057,-14.0363
2,GX 9+9,Point,262.934,-16.9614
39,Her X-1,Point,254.4575,35.3423
44,Her X-1,Point,254.4575,35.3423
34,Her X-1,Point,254.4575,35.3423
27,Her X-1,Point,254.4575,35.3423
33,MAXI J1727-203,Point,262.1247,-20.3823
45,MAXI J1727-203,Point,262.1247,-20.3823
68,MAXI J1727-203,Point,262.1247,-20.3823
119,MAXI J1820+070,Point,275.1083,7.0369
95,MAXI J1820+070,Point,275.1083,7.0369
28,MAXI J1820+070,Point,275.1083,7.0369
1,MAXI J1820+070,Point,275.1083,7.0369
50,MAXI J1820+070,Point,275.1083,7.0369
101,MAXI J1820+070,Point,275.1083,7.0369
3,MAXI J1820+070,Point,275.1083,7.0369
22,MAXI J1820+070,Point,275.1083,7.0369
11,MAXI J1820+070,Point,275.1083,7.0369
85,MAXI J1820+070,Point,275.1083,7.0369
5,MAXI J1820+070,Point,275.1083,7.0369
106,MAXI J1820+070,Point,275.1083,7.0369
18,MAXI J1820+070,Point,275.1083,7.0369
69,MAXI J1820+070,Point,275.1083,7.0369
74,MAXI J1820+070,Point,275.1083,7.0369
113,MAXI J1820+070,Point,275.1083,7.0369
107,Sco X-1,Point,244.9794,-15.6403
70,XTE J1946+274,Point,296.414,27.3654
,Name,obs Mode,J2000_RA,J2000_Dec
61,BLANK_SKY14,Point,258.4627,57.472
60,BLANK_SKY17,Point,233.4943,-3.4427
99,BLANK_SKY17,Point,233.4943,-3.4427
97,BLANK_SKY18,Point,244.3452,20.0333
66,BLANK_SKY18,Point,244.3452,20.0333
62,BLANK_SKY19,Point,151.749,2.1364
100,BLANK_SKY19,Point,151.749,2.1364
101,BLANK_SKY5,Point,352.7624,-70.3217
64,BLANK_SKY6,Point,322.5919,-23.0951
65,BLANK_SKY7,Point,312.1284,-36.5756
102,BLANK_SKY7,Point,312.1284,-36.5756
10,Cen X-3,Point,170.3158,-60.623
68,Cen X-3,Point,170.3158,-60.623
13,Cyg X-1,Point,299.5903,35.2016
91,Cyg X-1,Point,299.5903,35.2016
36,Cyg X-2,Point,326.1715,38.3214
26,Cyg X-2,Point,326.1715,38.3214
38,Cyg X-2,Point,326.1715,38.3214
40,Cyg X-2,Point,326.1715,38.3214
23,Cyg X-2,Point,326.1715,38.3214
49,Cyg X-2,Point,326.1715,38.3214
59,Cyg X-2,Point,326.1715,38.3214
119,Cyg X-2,Point,326.1714,38.3214
29,Cyg X-2,Point,326.1715,38.3214
51,Cyg X-2,Point,326.1715,38.3214
32,Cyg X-2,Point,326.1715,38.3214
16,Cyg X-3,Point,308.1074,40.9577
92,Cyg X-3,Point,308.1074,40.9577
96,GRS 1915+105,Point,288.7981,10.9458
75,GRS 1915+105,Point,288.7981,10.9458
35,GRS 1915+105,Point,288.7981,10.9458
121,GRS 1915+105,Point,288.7981,10.9458
20,GRS 1915+105,Point,288.7981,10.9458
93,GX 13+1,Point,273.6314,-17.1574
70,GX 17+2,Point,274.0057,-14.0363
94,GX 17+2,Point,274.0057,-14.0363
71,GX 301-2,Point,186.6565,-62.7703
73,GX 301-2,Point,186.6565,-62.7703
15,H 1417-624,Point,215.3033,-62.6983
12,H 1417-624,Point,215.3033,-62.6983
2,H 1417-624,Point,215.3033,-62.6983
19,H 1417-624,Point,215.3033,-62.6983
9,H 1417-624,Point,215.3033,-62.6983
31,Her X-1,Point,254.4575,35.3423
22,Her X-1,Point,254.4575,35.3423
17,Her X-1,Point,254.4575,35.3423
34,Her X-1,Point,254.4575,35.3423
25,Her X-1,Point,254.4575,35.3423
28,Her X-1,Point,254.4575,35.3423
90,MAXI J1820+070,Point,275.1083,7.0369
1,MAXI J1820+070,Point,275.1083,7.0369
14,MAXI J1820+070,Point,275.1083,7.0369
67,MAXI J1820+070,Point,275.1083,7.0369
69,MAXI J1820+070,Point,275.1083,7.0369
116,MAXI J1820+070,Point,275.1083,7.0369
109,MAXI J1820+070,Point,275.1083,7.0369
72,MAXI J1820+070,Point,275.1083,7.0369
74,MAXI J1820+070,Point,275.1083,7.0369
103,MAXI J1820+070,Point,275.1083,7.0369
11,MAXI J1820+070,Point,275.1083,7.0369
98,MAXI J1820+070,Point,275.1083,7.0369
8,MAXI J1820+070,Point,275.1083,7.0369
30,MAXI J1820+070,Point,275.1083,7.0369
76,MAXI J1820+070,Point,275.1083,7.0369
18,MAXI J1820+070,Point,275.1083,7.0369
120,MAXI J1820+070,Point,275.1083,7.0369
58,MAXI J1820+070,Point,275.1083,7.0369
33,MAXI J1820+070,Point,275.1083,7.0369
27,MAXI J1820+070,Point,275.1083,7.0369
37,MAXI J1820+070,Point,275.1083,7.0369
39,MAXI J1820+070,Point,275.1083,7.0369
24,MAXI J1820+070,Point,275.1083,7.0369
63,MAXI J1820+070,Point,275.1083,7.0369
21,MAXI J1820+070,Point,275.1083,7.0369
50,MAXI J1820+070,Point,275.1083,7.0369
48,MAXI J1820+070,Point,275.1083,7.0369
95,Sco X-1,Point,244.9794,-15.6403
,Name,obs Mode,J2000_RA,J2000_Dec
8,4U 1636-536,Point,250.231,-53.751
2,4U 1636-536,Point,250.231,-53.751
86,4U 1728-34,Point,262.9905,-33.834
97,BLANK_SKY14,Point,258.4627,57.472
88,BLANK_SKY20,Point,145.0792,23.0907
96,BLANK_SKY5,Point,352.7624,-70.3217
89,BLANK_SKY7,Point,312.1284,-36.5756
95,BLANK_SKY9,Point,311.3196,-12.6268
58,Cen X-3,Point,170.3158,-60.623
1,Crab,Point,83.6331,22.0145
4,Cyg X-1,Point,299.5903,35.2016
66,Cyg X-1,Point,299.5903,35.2016
82,Cyg X-3,Point,308.1074,40.9577
33,Cyg X-3,Point,308.1074,40.9577
28,GRS 1915+105,Point,288.7981,10.9458
31,GRS 1915+105,Point,288.7981,10.9458
61,GRS 1915+105,Point,288.7981,10.9458
108,GRS 1915+105,Point,288.7981,10.9458
39,GRS 1915+105,Point,288.7981,10.9458
53,GRS 1915+105,Point,288.7981,10.9458
50,GRS 1915+105,Point,288.7981,10.9458
34,GRS 1915+105,Point,288.7981,10.9458
37,GRS 1915+105,Point,288.7981,10.9458
47,GRS 1915+105,Point,288.7981,10.9458
92,GRS 1915+105,Point,288.7981,10.9458
19,GRS 1915+105,Point,288.7981,10.9458
17,GRS 1915+105,Point,288.7981,10.9458
6,GRS 1915+105,Point,288.7981,10.9458
87,GX 17+2,Point,274.0057,-14.0363
35,GX 17+2,Point,274.0057,-14.0363
30,GX 301-2,Point,186.6565,-62.7703
3,GX 9+9,Point,262.934,-16.9614
56,GX 9+9,Point,262.934,-16.9614
51,H 1417-624,Point,215.3033,-62.6983
99,H 1417-624,Point,215.3033,-62.6983
107,H 1417-624,Point,215.3033,-62.6983
94,H 1417-624,Point,215.3033,-62.6983
68,H 1417-624,Point,215.3033,-62.6983
74,H 1417-624,Point,215.3033,-62.6983
90,H 1417-624,Point,215.3033,-62.6983
85,H 1417-624,Point,215.3033,-62.6983
62,H 1417-624,Point,215.3033,-62.6983
65,H 1417-624,Point,215.3033,-62.6983
49,H 1417-624,Point,215.3033,-62.6983
57,H 1417-624,Point,215.3033,-62.6983
81,H 1417-624,Point,215.3033,-62.6983
54,H 1417-624,Point,215.3033,-62.6983
45,H 1417-624,Point,215.3033,-62.6983
40,H 1417-624,Point,215.3033,-62.6983
64,IGR J16328-4726,Point,248.1577,-47.3948
60,IGR J16328-4726,Point,248.1577,-47.3948
98,MAXI J1820+070,Point,275.1083,7.0369
80,MAXI J1820+070,Point,275.1083,7.0369
84,MAXI J1820+070,Point,275.1083,7.0369
18,MAXI J1820+070,Point,275.1083,7.0369
16,MAXI J1820+070,Point,275.1083,7.0369
91,MAXI J1820+070,Point,275.1083,7.0369
67,MAXI J1820+070,Point,275.1083,7.0369
93,MAXI J1820+070,Point,275.1083,7.0369
10,MAXI J1820+070,Point,275.1083,7.0369
48,MAXI J1820+070,Point,275.1083,7.0369
63,MAXI J1820+070,Point,275.1083,7.0369
27,MAXI J1820+070,Point,275.1083,7.0369
29,MAXI J1820+070,Point,275.1083,7.0369
73,MAXI J1820+070,Point,275.1083,7.0369
59,MAXI J1820+070,Point,275.1083,7.0369
32,MAXI J1820+070,Point,275.1083,7.0369
36,MAXI J1820+070,Point,275.1083,7.0369
38,MAXI J1820+070,Point,275.1083,7.0369
55,MAXI J1820+070,Point,275.1083,7.0369
106,MAXI J1820+070,Point,275.1083,7.0369
52,MAXI J1820+070,Point,275.1083,7.0369
5,MAXI J1820+070,Point,275.1083,7.0369
46,MAXI J1820+070,Point,275.1083,7.0369
9,NGC 6624,Point,275.9188,-30.361
83,Sco X-1,Point,244.9794,-15.6403
7,Sco X-1,Point,244.9794,-15.6403
15,Swift J1756.9-2508,Point,269.2389,-25.1077
,Name,obs Mode,J2000_RA,J2000_Dec
49,2A 1822-371,Point,276.445,-37.1052
54,4U 1636-536,Point,250.231,-53.751
41,4U 1636-536,Point,250.231,-53.751
12,4U 1636-536,Point,250.231,-53.751
21,4U 1636-536,Point,250.231,-53.751
33,4U 1636-536,Point,250.231,-53.751
48,4U 1636-536,Point,250.231,-53.751
92,4U 1636-536,Point,250.231,-53.751
2,4U 1636-536,Point,250.231,-53.751
87,4U 1636-536,Point,250.231,-53.751
3,4U 1728-34,Point,262.9905,-33.834
62,Aql X-1,Point,287.8169,0.58494
68,Aql X-1,Point,287.8169,0.58494
65,Aql X-1,Point,287.8169,0.58494
60,BLANK_SKY12,Point,129.9525,4.7236
42,BLANK_SKY13,Point,234.3967,-20.1846
59,BLANK_SKY14,Point,258.4627,57.472
46,BLANK_SKY14,Point,258.4627,57.472
44,BLANK_SKY15,Point,142.4784,5.7199
43,BLANK_SKY17,Point,233.4942,-3.4427
57,BLANK_SKY17,Point,233.4943,-3.4427
58,BLANK_SKY18,Point,244.3452,20.0333
61,BLANK_SKY20,Point,145.0792,23.0907
47,BLANK_SKY21,Point,193.2758,68.4275
14,Cen X-3,Point,170.3158,-60.623
90,Cen X-3,Point,170.3158,-60.623
19,Cir X-1,Point,230.1702,-57.1667
15,Cir X-1,Point,230.1702,-57.1667
6,Cir X-1,Point,230.1702,-57.1667
10,Cir X-1,Point,230.1702,-57.1667
25,Cir X-1,Point,230.1702,-57.1667
70,Crab,Point,83.6331,22.0145
91,Crab,Point,83.6331,22.0145
51,Crab,Point,83.6331,22.0145
67,Crab,Point,83.6331,22.0145
64,Crab,Point,83.6331,22.0145
9,Crab,Point,83.6331,22.0145
86,Crab,Point,83.6331,22.0145
72,Crab,Point,83.6331,22.0145
39,Crab,Point,83.6331,22.0145
88,GRS 1915+105,Point,288.7981,10.9458
18,GX 17+2,Point,274.0057,-14.0363
94,GX 17+2,Point,274.0057,-14.0363
5,GX 301-2,Point,186.6565,-62.7703
27,GX 301-2,Point,186.6565,-62.7703
13,GX 301-2,Point,186.6565,-62.7703
17,GX 301-2,Point,186.6565,-62.7703
22,GX 301-2,Point,186.6565,-62.7703
32,GX 9+9,Point,262.934,-16.9614
63,MAXI J1820+070,Point,275.1083,7.0369
69,MAXI J1820+070,Point,275.1083,7.0369
71,MAXI J1820+070,Point,275.1083,7.0369
78,MAXI J1820+070,Point,275.1083,7.0369
93,MAXI J1820+070,Point,275.1083,7.0369
89,MAXI J1820+070,Point,275.1083,7.0369
85,MAXI J1820+070,Point,275.1083,7.0369
95,MAXI J1820+070,Point,275.1083,7.0369
55,MAXI J1820+070,Point,275.1083,7.0369
52,MAXIJ1820+070,Point,275.1083,7.0369
8,Sco X-1,Point,244.9794,-15.6403
1,Swift J1658.2-4242,Point,254.55,-42.7
4,Swift J1658.2-4242,Point,254.55,-42.7
7,Swift J1658.2-4242,Point,254.55,-42.7
11,Swift J1658.2-4242,Point,254.55,-42.7
16,Swift J1658.2-4242,Point,254.55,-42.7
20,Swift J1658.2-4242,Point,254.55,-42.7
34,Swift J1658.2-4242,Point,254.55,-42.7
40,Swift J1658.2-4242,Point,254.55,-42.7
31,Swift J1658.2-4242,Point,254.55,-42.7
26,Swift J1658.2-4242,Point,254.55,-42.7
53,Swift J1658.2-4242,Point,254.55,-42.7
56,Swift J1658.2-4242,Point,254.55,-42.7
66,Swift J1658.2-4242,Point,254.55,-42.7
45,Swift J1658.2-4242,Point,254.55,-42.7
50,Swift J1658.2-4242,Point,254.55,-42.7
,Name,obs Mode,J2000_RA,J2000_Dec
48,4U 1636-536,Point,250.231,-53.751
41,4U 1636-536,Point,250.231,-53.751
103,4U 1636-536,Point,250.231,-53.751
55,4U 1636-536,Point,250.231,-53.751
89,4U 1636-536,Point,250.231,-53.751
66,4U 1636-536,Point,250.231,-53.751
81,4U 1636-536,Point,250.231,-53.751
60,4U 1636-536,Point,250.231,-53.751
28,B1509-58,Point,228.4813,-59.1358
25,BLANK_SKY1,Point,49.5352,-7.315
27,BLANK_SKY12,Point,129.9525,4.7236
19,BLANK_SKY13,Point,234.3967,-20.1846
85,BLANK_SKY13,Point,234.3967,-20.1846
20,BLANK_SKY16,Point,176.7384,-20.6881
84,BLANK_SKY16,Point,176.7384,-20.6881
83,BLANK_SKY20,Point,145.0791,23.0906
87,BLANK_SKY21,Point,193.2757,68.4275
88,BLANK_SKY3,Point,50.3109,-57.196
26,BLANK_SKY8,Point,50.1817,17.5512
62,Cas A,Point,350.85,58.815
56,Cen X-3,Point,170.3158,-60.623
15,Cen X-3,Point,170.3158,-60.623
50,Cosmos Field,Point,150.1192,2.2058
43,Cosmos Field,Point,150.1191,2.2058
54,Cosmos Field,Point,150.1192,2.2058
47,Cosmos Field,Point,150.1191,2.2058
46,Crab,Point,83.6331,22.0145
22,Crab,Point,83.6331,22.0145
105,Crab,Point,83.6331,22.0145
78,Crab,Point,83.6331,22.0145
2,Crab,Point,83.6331,22.0145
61,Crab,Point,83.6331,22.0145
53,GRO J1008-57,Point,152.4333,-58.295
24,GRO J1008-57,Point,152.4333,-58.295
45,GRO J1008-57,Point,152.4333,-58.295
59,GRO J1008-57,Point,152.4333,-58.295
79,GRO J1008-57,Point,152.4333,-58.295
30,GRO J1008-57,Point,152.4333,-58.295
65,GRO J1008-57,Point,152.4333,-58.295
3,GRO J1008-57,Point,152.4333,-58.295
108,GRO J1750-27,Point,267.2908,-26.6369
49,GX 301-2,Point,186.6565,-62.7703
106,GX 9+9,Point,262.934,-16.9614
102,Her X-1,Point,254.4575,35.3423
80,MAXI J1535-571,Point,233.832,-57.23
58,MAXI J1535-571,Point,233.832,-57.23
52,MAXI J1535-571,Point,233.832,-57.23
64,MAXI J1535-571,Point,233.832,-57.23
109,MAXI J1535-571,Point,233.832,-57.23
40,MAXI J1535-571,Point,233.832,-57.23
44,MAXI J1535-571,Point,233.832,-57.23
17,MAXI J1535-571,Point,233.832,-57.23
23,MAXI J1535-571,Point,233.832,-57.23
4,MAXI J1535-571,Point,233.832,-57.23
18,Sco X-1,Point,244.9794,-15.6403
76,Swift J1658.2-4242,Point,254.55,-42.7
104,Swift J1658.2-4242,Point,254.55,-42.7
101,Swift J1658.2-4242,Point,254.55,-42.7
96,Swift J1658.2-4242,Point,254.55,-42.7
86,Swift J1658.2-4242,Point,254.55,-42.7
107,Swift J1658.2-4242,Point,254.55,-42.7
90,Swift J1658.2-4242,Point,254.55,-42.7
82,Swift J1658.2-4242,Point,254.55,-42.7
1,Swift_J0243.6+6124,Point,40.918,61.4341
42,Swift_J0243.6+6124,Point,40.918,61.4341
77,Swift_J0243.6+6124,Point,40.918,61.4341
21,Swift_J0243.6+6124,Point,40.918,61.4341
63,Swift_J0243.6+6124,Point,40.918,61.4341
29,Swift_J0243.6+6124,Point,40.918,61.4341
57,Swift_J0243.6+6124,Point,40.918,61.4341
51,Swift_J0243.6+6124,Point,40.918,61.4341
14,Swift_J0243.6+6124,Point,40.918,61.4341
16,Swift_J0243.6+6124,Point,40.918,61.4341
,Name,obs Mode,J2000_RA,J2000_Dec
,Name,obs Mode,J2000_RA,J2000_Dec
,Name,obs Mode,J2000_RA,J2000_Dec
,Name,obs Mode,J2000_RA,J2000_Dec
,Name,obs Mode,J2000_RA,J2000_Dec
,Name,obs Mode,J2000_RA,J2000_Dec
,Name,obs Mode,J2000_RA,J2000_Dec
