source_id_mf,ra,dec,clon,clat,nb,na,cc_flags,frame_id,mjd,w1mpro_ep,w1sigmpro_ep,w1rchi2_ep,w2mpro_ep,w2sigmpro_ep,w2rchi2_ep,w3mpro_ep,w3sigmpro_ep,w3rchi2_ep,w4mpro_ep,w4sigmpro_ep,w4rchi2_ep,qi_fact,saa_sep,moon_masked,dist,angle
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03938a164',55309.84417820,14.328,0.286,3.282,13.799,0.377,1.306,10.360,,0.919,6.701,,0.938,1.0,34,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03945a140',55310.04269820,14.455,0.329,3.256,13.581,0.294,1.381,10.388,,0.910,7.137,,0.944,1.0,60,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03941a140',55309.91039400,14.595,0.343,3.280,13.801,0.329,1.461,10.262,,0.916,6.578,,0.938,1.0,37,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03953a140',55310.30730670,14.329,0.242,3.260,13.928,0.345,1.314,10.392,,0.911,6.453,,0.966,1.0,131,b'0011',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'03949a082',55310.17500240,14.385,0.265,3.244,13.592,0.267,1.361,10.880,,0.943,6.954,,0.936,1.0,94,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09709b139',55500.70160520,14.466,0.140,3.309,,,,,,,,,,1.0,95,b'0111',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09633b142',55498.18859350,14.359,0.098,3.272,,,,,,,,,,1.0,49,b'0111',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09713b139',55500.83390920,14.355,0.096,3.242,,,,,,,,,,1.0,129,b'0111',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09709b140',55500.70173250,14.266,0.133,3.292,,,,,,,,,,1.0,95,b'0111',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09721b139',55501.09838980,14.653,0.133,3.319,13.656,0.141,1.434,,,,,,,1.0,59,b'0011',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09717b139',55500.96621320,14.374,0.101,3.245,13.814,0.172,1.378,,,,,,,1.0,89,b'0111',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09724a115',55501.16460550,14.141,0.089,3.351,13.809,0.165,1.337,,,,,,,0.5,51,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09721b140',55501.09851720,14.558,0.123,3.438,14.051,0.193,1.550,,,,,,,1.0,59,b'0011',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09728a115',55501.29690960,14.049,0.131,3.433,13.399,0.125,1.527,,,,,,,0.5,33,b'0000',3.959842,179.421078
b'1316p257_ac51-016211',131.7254323,25.3690101,b'08h46m54.10s',b'25d22m08.44s',2,1,b'0000',b'09725b139',55501.23069390,14.021,0.076,3.470,14.729,0.374,1.493,,,,,,,1.0,43,b'0000',3.959842,179.421078
