,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
23,24,2-10 keV (XMM)       , 3.21E-11                      ,           ..., erg/cm^2^/s         ,1.45e+18,2.21e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2007MNRAS.382..194N,24
24,25,2-10 keV (XMM)       , 39.320E-12                    ,+/- 0.170E-12 , erg/cm^2^/s         ,1.45e+18,2.71e-06,+/- 1.17E-08 ,Jy                   ,"Broad-band
",                                        ,2009A&A...495..421B,25
25,26,2-10 keV (Chandra)   , 8.5E-15                       ,           ...,W/m^2^               ,1.45e+18,5.86e-07,    ...      ,Jy                   ,"Broad-band
",Variable                                ,2009A&A...504..409D,26
26,27,2-10 keV (XMM)       , 3.14E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,2.17e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2009A&A...507..159D,27
27,28,2-10 keV (Chandra)   , 2.9E-11                       ,           ...,erg/cm^2^/s          ,1.45e+18,2e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187..581S,28
28,29,2-10 keV (XMM)       , 38.E-12                       ,           ...,erg/s/cm^2^          ,1.45e+18,2.62e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJ...713L..11Z,29
29,30,2-10 keV (RXTE)      , 5.97E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,4.12e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011ApJS..193....3R,30
30,31,2-10 keV (Suzaku)    , 1.93E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,1.33e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...744...13B,31
31,32,2-10 keV (Suzaku)    , 1.84E-11                      ,           ...,erg/cm^2^/s          ,1.45e+18,1.27e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...744...13B,32
32,33,2-10 keV (Suzaku)    , -11.1                         ,           ...,log(erg/s/cm^2^)     ,1.45e+18,5.48e-07,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,33
33,34,2-10 keV (XMM)       , 4061E-14                      ,           ...,erg/s/cm^2^          ,1.45e+18,2.8e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2011MNRAS.413.1206B,34
34,35,0.2-4 keV (EINSTEIN) , 470.98E-13                    ,           ...,ergs sec^-1^ cm^-2^  ,5.25e+17,8.98e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,1992ApJS...80..531F,35
35,36,0.2-4 keV (EINSTEIN) , 365.19E-13                    ,           ...,ergs sec^-1^ cm^-2^  ,5.25e+17,6.96e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,1992ApJS...80..531F,36
36,37,0.5-2 keV (Chandra)  , 10.0E-12                      ,           ..., erg/cm^2^/s         ,3.02e+17,3.31e-06,    ...      ,Jy                   ,"Broad-band
",Observed flux                           ,2007MNRAS.379.1359M,37
37,38,0.5-2 keV (XMM)      , 19.560E-12                    ,+/- 0.190E-12 , erg/cm^2^/s         ,3.02e+17,6.48e-06,+/- 6.29E-08 ,Jy                   ,"Broad-band
",                                        ,2009A&A...495..421B,38
38,39,0.3-2 keV (Suzaku)   , -11.5                         ,           ...,log(erg/s/cm^2^)     ,2.78e+17,1.14e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,39
39,40,0.2-2 keV (Swift)    , -14.38                        ,           ...,log(W/m^2^)          ,2.66e+17,1.57e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJS..187...64G,40
40,41,0.47-1.7 keV Chandra , 0.46E-11                      ,           ...,erg/s/cm^2^          ,2.62e+17,1.76e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2010ApJ...711..888A,41
41,42,1360 A (HST)         , 2.4E-15                       ,+/- 0.8E-15 ,erg/s/cm^2^/A        ,2200000000000000.0,0.000148,+/- 4.94E-05 ,Jy                   ,"Broad-band
",                                        ,2009ApJ...698..281C,42
42,43,1450 A               , 3.0E-14                       ,+/- 1.0E-14 ,ergs/cm^2^/s/A       ,2070000000000000.0,0.0021100000000000003,+/- 7.02E-04 ,Jy                   ,"Broad-band
",                                        ,2005ApJ...629...61K,43
43,44,FUV (GALEX) AB       , 16.4451                       ,+/- 0.0155088 ,mag                  ,1950000000000000.0,0.000959,+/- 1.37E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,44
44,45,FUV (GALEX) AB       , 17.1928                       ,+/- 0.0240772 ,mag                  ,1950000000000000.0,0.000482,+/- 1.07E-05 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,45
45,46,FUV (GALEX) AB       , 16.4053                       ,+/- 0.00969613 ,mag                  ,1950000000000000.0,0.000995,+/- 8.89E-06 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GMSC..C...0000S,46
46,47,FUV (GALEX) AB       , 17.0721                       ,+/- 0.0141840 ,mag                  ,1950000000000000.0,0.000539,+/- 7.03E-06 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GMSC..C...0000S,47
47,48,C IV 1549 (HST)      , 4.75E-13                      ,+/- 40  %  , ergs/s/cm^2^        ,1940000000000000.0,47500000000.0,+/- 1.90E+10 ,Jy-Hz                ,"Line
",Narrow component                        ,2007ApJ...666..757S,48
48,49,C IV 1549 (HST)      , 59.2E-13                      ,           ..., ergs/s/cm^2^        ,1940000000000000.0,592000000000.0,    ...      ,Jy-Hz                ,"Line
",Broad component                         ,2007ApJ...666..757S,49
49,50,C IV 1549            , -12.08                        ,+/- 0.07   ,log(erg/s/cm^2^)     ,1940000000000000.0,83200000000.0,+/- 1.34E+10 ,Jy-Hz                ,"Line
",                                        ,2009ApJ...702..767W,50
50,51,NUV (GALEX) AB       , 15.8551                       ,+/- 0.00670139 ,mag                  ,1290000000000000.0,0.00165,+/- 1.02E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,51
51,52,NUV (GALEX) AB       , 16.9846                       ,+/- 0.0124232 ,mag                  ,1290000000000000.0,0.000584,+/- 6.68E-06 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,52
52,53,NUV (GALEX) AB       , 15.8131                       ,+/- 0.00448175 ,mag                  ,1290000000000000.0,0.00172,+/- 7.09E-06 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GMSC..C...0000S,53
53,54,NUV (GALEX) AB       , 16.8105                       ,+/- 0.00743790 ,mag                  ,1290000000000000.0,0.000685,+/- 4.69E-06 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GMSC..C...0000S,54
54,55,F330W (HST/ACS)      , 13.98                         ,           ..., mag                 ,908000000000000.0,0.009290000000000001,    ...      ,Jy                   ,"Broad-band
","3.65"" radius aperture                   ",2007AJ....134..648M,55
55,56,F330W (HST/ACS)      , 14.17                         ,           ..., mag                 ,908000000000000.0,0.0078,    ...      ,Jy                   ,"Broad-band
","1"" radius aperture                      ",2007AJ....134..648M,56
56,57,F330W (HST/ACS)      , 14.31                         ,           ..., mag                 ,908000000000000.0,0.00686,    ...      ,Jy                   ,"Broad-band
","0.3"" radius aperture                    ",2007AJ....134..648M,57
57,58,3390A                , 0.898                         ,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,885000000000000.0,0.00898,+/- 8.98E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,58
58,59,3448A                , 0.909                         ,+/- 10  %  ,10^-26 erg/cm^2/s/Hz ,870000000000000.0,0.00909,+/- 9.09E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,59
59,60,3509A                , 0.955                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,855000000000000.0,0.00955,+/- 4.78E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,60
60,61,3571A                , 0.926                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,840000000000000.0,0.00926,+/- 4.63E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,61
61,62,u (SDSS PSF) AB      , 16.183                        ,+/- 0.015  ,asinh mag            ,836000000000000.0,0.0012699999999999999,+/- 1.75E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,62
62,63,u (SDSS CModel) AB   , 15.255                        ,           ...,asinh mag            ,836000000000000.0,0.00298,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,63
63,64,u (SDSS Model) AB    , 14.813                        ,+/- 0.004  ,asinh mag            ,836000000000000.0,0.00448,+/- 1.65E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,64
64,65,3636A                , 0.940                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,825000000000000.0,0.0094,+/- 4.70E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,65
65,66,U (Johnson)          , 10.83                         ,+/- 0.22   ,milliJy              ,819000000000000.0,0.0108,+/- 2.20E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,66
66,67,U (Johnson)          , 11.19                         ,+/- 0.26   ,milliJy              ,819000000000000.0,0.0112,+/- 2.60E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,67
67,68,U (Johnson)          , 11.96                         ,+/- 0.28   ,milliJy              ,819000000000000.0,0.012,+/- 2.80E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,68
68,69,U (Johnson)          , 10.30                         ,+/- 0.24   ,milliJy              ,819000000000000.0,0.0103,+/- 2.40E-04 ,Jy                   ,"Broad-band
"," 7.5"" aperture                          ",1983ApJS...52..341M,69
69,70,U (U_T)              , 13.15                         ,+/- 0.21   ,mag                  ,819000000000000.0,0.00995,+/- 2.08E-03 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,70
70,71,U (U_T^0)            , 12.68                         ,           ...,mag                  ,819000000000000.0,0.0153,    ...      ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,71
71,72,3704A                , 0.930                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,810000000000000.0,0.0093,+/- 4.65E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,72
72,73,3862A                , 0.809                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,777000000000000.0,0.00809,+/- 4.05E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,73
73,74,4032A                , 0.888                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,744000000000000.0,0.008879999999999999,+/- 4.44E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,74
74,75,103a-O (POSS-I O)    , 14.18                         ,           ...,mag                  ,740000000000000.0,0.00811,    ...      ,Jy                   ,"Broad-band
",                                        ,2006ApJ...639...37K,75
75,76,4167A                , 0.858                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,720000000000000.0,0.008579999999999999,+/- 4.29E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,76
76,77,4255A                , 0.823                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,705000000000000.0,0.00823,+/- 4.12E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,77
77,78,H{gamma} (Lick)      , 0.73E-13                      ,+/- 0.14E-13 ,erg/s/cm^2^          ,691000000000000.0,7300000000.0,+/- 1.40E+09 ,Jy-Hz                ,"Line
",Flux includes contribution from [O III] ,2010ApJ...716..993B,78
78,79,4350A                , 0.844                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,690000000000000.0,0.008440000000000001,+/- 4.22E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,79
79,80,V (MAGNUM-MIP)       , 3.7                           ,+/- 30  %  ,milliJy              ,683000000000000.0,0.0037,+/- 7.40E-04 ,Jy                   ,"Broad-band
","Nuclear flux; 8.3"" aperture             ",2006ApJ...639...46S,80
80,81,V (MAGNUM)           , 4.23                          ,+/- 0.04   ,milliJy              ,683000000000000.0,0.004229999999999999,+/- 4.00E-05 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,81
81,82,m_p                  , 13.1                          ,+/- 0.4    ,mag                  ,681000000000000.0,0.0245,+/- 1.09E-02 ,Jy                   ,"Broad-band
",                                        ,1963CGCG2.C...0000Z,82
82,83,B (Johnson)          , 13.82                         ,+/- 0.11   ,mag                  ,681000000000000.0,0.0126,+/- 1.35E-03 ,Jy                   ,"Broad-band
"," 25.5"" aperture.                        ",1995AJ....110.1083T,83
83,84,B                    , 16.17                         ,           ..., mag                 ,681000000000000.0,0.00145,    ...      ,Jy                   ,"Broad-band
","4.15"" aperture radius                   ",2009ApJS..185..156W,84
84,85,B (B_T)              , 13.30                         ,+/- 0.20   ,mag                  ,681000000000000.0,0.0204,+/- 4.12E-03 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,85
85,86,B (m_B)              , 12.93                         ,+/- 0.14   ,mag                  ,681000000000000.0,0.0287,+/- 3.95E-03 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,86
86,87,B (B_T^0)            , 12.81                         ,           ...,mag                  ,681000000000000.0,0.032,    ...      ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,87
87,88,4464A                , 0.916                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,672000000000000.0,0.00916,+/- 4.58E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,88
88,89,B (Johnson)          , 10.99                         ,+/- 0.18   ,milliJy              ,669000000000000.0,0.011,+/- 1.80E-04 ,Jy                   ,"Broad-band
"," 7.5"" aperture                          ",1983ApJS...52..341M,89
89,90,B (Johnson)          , 14.30                         ,+/- 0.26   ,milliJy              ,669000000000000.0,0.0143,+/- 2.60E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,90
90,91,B (Johnson)          , 13.08                         ,+/- 0.28   ,milliJy              ,669000000000000.0,0.0131,+/- 2.80E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,91
91,92,B (Johnson)          , 16.67                         ,+/- 0.28   ,milliJy              ,669000000000000.0,0.0167,+/- 2.80E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,92
92,93,4566A                , 0.906                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,657000000000000.0,0.009059999999999999,+/- 4.53E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,93
93,94,J_pg                 , 13.1                          ,+/- 0.3    , mag                 ,641000000000000.0,0.0227,+/- 6.28E-03 ,Jy                   ,"Broad-band
",Isophotal mag                           ,2007ApJS..170...33P,94
94,95,4785A                , 0.952                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,627000000000000.0,0.00952,+/- 4.76E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,95
95,96,g (SDSS PSF) AB      , 15.504                        ,+/- 0.012  ,asinh mag            ,617000000000000.0,0.00228,+/- 2.52E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,96
96,97,g (SDSS CModel) AB   , 13.330                        ,           ...,asinh mag            ,617000000000000.0,0.0169,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,97
97,98,g (SDSS Model) AB    , 13.361                        ,+/- 0.002  ,asinh mag            ,617000000000000.0,0.0164,+/- 3.03E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,98
98,99,H{beta} (MDM)        , 2.34E-13                      ,+/- 0.17E-13 ,ergs/s/cm^2^         ,617000000000000.0,23400000000.0,+/- 1.70E+09 ,Jy-Hz                ,"Line
",                                        ,2007ApJ...662..205B,99
99,100,H{beta}              , 7.70E-14                      ,           ..., ergs/cm^2^/s        ,617000000000000.0,7700000000.0,    ...      ,Jy-Hz                ,"Line
",Narrow line flux                        ,2007ApJ...668..708S,100
100,101,H{beta} (Lick)       , 3.39E-13                      ,+/- 0.33E-13 ,erg/s/cm^2^          ,617000000000000.0,33900000000.0,+/- 3.30E+09 ,Jy-Hz                ,"Line
",                                        ,2010ApJ...716..993B,101
101,102,4900A                , 1.059                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,612000000000000.0,0.0106,+/- 5.30E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,102
102,103,4950A                , 1.186                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,606000000000000.0,0.0119,+/- 5.93E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,103
103,104,5000A                , 1.029                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,600000000000000.0,0.0103,+/- 5.15E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,104
104,105,[O III] 5007 (Lick)  , 5.55E-13                      ,           ...,erg/s/cm^2^          ,599000000000000.0,55500000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2009ApJ...705..199B,105
105,106,[O III] 5007 (IUE)   , 5.58E-13                      ,+/- 0.27E-13 , erg/s/cm^2^         ,598000000000000.0,55800000000.0,+/- 2.70E+09 ,Jy-Hz                ,"Line
",                                        ,2004A&A...422..925S,106
106,107,5050A                , 1.087                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,594000000000000.0,0.0109,+/- 5.44E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,107
107,108,5100A                , 1.311                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,588000000000000.0,0.0131,+/- 6.56E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,108
108,109,5100 A (HST/HRC)     , 4.47E-15                      ,+/- 0.90E-15 ,erg/cm^2^/s/A        ,588000000000000.0,0.0038799999999999998,+/- 7.82E-04 ,Jy                   ,"Broad-band
","Aperture = 5"" x 7.5""                    ",2006ApJ...644..133B,109
109,110,5100 A (MDM)         , 6.63E-15                      ,+/- 0.36E-15 ,ergs/s/cm^2^/A       ,588000000000000.0,0.00576,+/- 3.13E-04 ,Jy                   ,"Broad-band
",                                        ,2007ApJ...662..205B,110
110,111,5263A                , 0.916                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,570000000000000.0,0.00916,+/- 4.58E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,111
111,112,5350A                , 0.930                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,561000000000000.0,0.0093,+/- 4.65E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,112
112,113,B (MAGNUM-MIP)       , 1.4                           ,+/- 30  %  ,milliJy              ,549000000000000.0,0.0014,+/- 2.80E-04 ,Jy                   ,"Broad-band
","Nuclear flux; 8.3"" aperture             ",2006ApJ...639...46S,113
113,114,B (MAGNUM)           , 2.07                          ,+/- 0.08   ,milliJy              ,549000000000000.0,0.00207,+/- 8.00E-05 ,Jy                   ,"Broad-band
","8.3"" aperture                           ",2010ApJ...711..461S,114
114,115,V (Johnson)          , 13.24                         ,+/- 0.21   ,milliJy              ,542000000000000.0,0.0132,+/- 2.10E-04 ,Jy                   ,"Broad-band
","7.5"" aperture                           ",1983ApJS...52..341M,115
115,116,V (Johnson)          , 17.23                         ,+/- 0.35   ,milliJy              ,542000000000000.0,0.0172,+/- 3.50E-04 ,Jy                   ,"Broad-band
","15.4"" aperture                          ",1983ApJS...52..341M,116
116,117,V (Johnson)          , 23.31                         ,+/- 0.38   ,milliJy              ,542000000000000.0,0.0233,+/- 3.80E-04 ,Jy                   ,"Broad-band
","31.8"" aperture                          ",1983ApJS...52..341M,117
117,118,V (Johnson)          , 13.283                        ,           ...,mag                  ,542000000000000.0,0.0178,    ...      ,Jy                   ,"Broad-band
","27.3"" aperture                          ",1968AJ.....73..866W,118
118,119,V (Johnson)          , 0.021                         ,+/- 2   %  ,Jy                   ,542000000000000.0,0.021,+/- 4.20E-04 ,Jy                   ,"Broad-band
","23"" aperture                            ",1980Nat...284..410L,119
119,120,V (Johnson)          , 19.46                         ,+/- 0.36   ,milliJy              ,542000000000000.0,0.0195,+/- 3.60E-04 ,Jy                   ,"Broad-band
","20.2"" aperture                          ",1983ApJS...52..341M,120
120,121,V (Johnson)          , 13.08                         ,+/- 0.11   ,mag                  ,542000000000000.0,0.0213,+/- 2.27E-03 ,Jy                   ,"Broad-band
"," 25.5"" aperture.                        ",1995AJ....110.1083T,121
121,122,V                    , 14.96                         ,           ..., mag                 ,542000000000000.0,0.0037799999999999995,    ...      ,Jy                   ,"Broad-band
","4.15"" aperture radius                   ",2009ApJS..185..156W,122
122,123,V (V_T^0)            , 12.17                         ,           ...,mag                  ,542000000000000.0,0.0493,    ...      ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,123
123,124,V (V_T)              , 12.60                         ,+/- 0.20   ,mag                  ,542000000000000.0,0.0332,+/- 6.80E-03 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,124
124,125,5556A                , 0.938                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,540000000000000.0,0.00938,+/- 4.69E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,125
125,126,5840A                , 0.984                         ,+/- 5   %  ,10^-26 erg/cm^2/s/Hz ,514000000000000.0,0.00984,+/- 4.92E-04 ,Jy                   ,"Broad-band
","8"" aperture                             ",1970ApJ...162..743A,126
126,127,F606W (HST)          , 12.89                         ,+/- 0.71   , mag                 ,505000000000000.0,0.0237,+/- 1.55E-02 ,Jy                   ,"Broad-band
",Bulge mag; exponential fit              ,2004ApJ...615..652N,127
