,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
24,25,4 keV (Einstein)     , 0.91                          ,           ...,microJy              ,9.67e+17,9.1e-07,    ...      ,Jy                   ,"Broad-band
",From 1989MNRAS.240..833T                ,1994ApJS...95....1E,25
25,26,0.7-7 keV (ASCA)     , 285.9E-13                     ,           ..., ergs/s/cm^2^        ,9.31e+17,3.07e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2001ApJS..133....1U,26
26,27,0.7-2 keV (ASCA)     , 125.4E-13                     ,           ..., ergs/s/cm^2^        ,3.26e+17,3.85e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2001ApJS..133....1U,27
27,28,0.5-2 keV (Chandra)  , 11.9E-12                      ,           ..., erg/cm^2^/s         ,3.02e+17,3.94e-06,    ...      ,Jy                   ,"Broad-band
",Observed flux                           ,2007MNRAS.379.1359M,28
28,29,0.5-2 keV (XMM)      , 6.970E-12                     ,+/- 0.180E-12 , erg/cm^2^/s         ,3.02e+17,2.31e-06,+/- 5.96E-08 ,Jy                   ,"Broad-band
",                                        ,2009A&A...495..421B,29
29,30,0.1-2.4 keV (ROSAT)  , 6.64e-11                      ,+/- 3.58e-12 ,erg/cm^2^/s          ,3.02e+17,2.2e-05,+/- 1.19E-06 ,Jy                   ,"Broad-band
",Unabsorbed flux                         ,2010MNRAS.401.1151M,30
30,31,0.3-2 keV (Suzaku)   , -10.6                         ,           ...,log(erg/s/cm^2^)     ,2.78e+17,9.04e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,31
31,32,1 keV (Einstein)     , 9.04                          ,+/- 0.72   ,microJy              ,2.42e+17,9.04e-06,+/- 7.20E-07 ,Jy                   ,"Broad-band
",                                        ,1994ApJS...95....1E,32
32,33,1000 A (FUSE)        , 0.172E-13                     ,+/- 0.008E-13 , ergs/cm^2^/s/A      ,3000000000000000.0,0.000575,+/- 2.67E-05 ,Jy                   ,"Broad-band
",Power-law continuum fit                 ,2004ApJ...615..135S,33
33,34,1031 A (FUSE)        , 1.5E-14                       ,           ..., erg/cm^2^/s/A       ,2910000000000000.0,0.000532,    ...      ,Jy                   ,"Broad-band
",                                        ,2009ApJS..182..378W,34
34,35,1450 A               , 3.5E-14                       ,+/- 1.0E-14 ,ergs/cm^2^/s/A       ,2070000000000000.0,0.00246,+/- 7.02E-04 ,Jy                   ,"Broad-band
",                                        ,2005ApJ...629...61K,35
35,36,FUV (GALEX) AB       , 14.7812                       ,+/- 0.0139745 ,mag                  ,1950000000000000.0,0.0044399999999999995,+/- 5.72E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,36
36,37,FUV (GALEX) AB       , 15.1788                       ,+/- 0.0183468 ,mag                  ,1950000000000000.0,0.0030800000000000003,+/- 5.20E-05 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,37
37,38,C IV 1549 (HST)      , 3.68E-13                      ,+/- 40  %  , ergs/s/cm^2^        ,1940000000000000.0,36800000000.0,+/- 1.47E+10 ,Jy-Hz                ,"Line
",Narrow component                        ,2007ApJ...666..757S,38
38,39,C IV 1549 (HST)      , 41.1E-13                      ,           ..., ergs/s/cm^2^        ,1940000000000000.0,411000000000.0,    ...      ,Jy-Hz                ,"Line
",Broad component                         ,2007ApJ...666..757S,39
39,40,C IV 1549            , -11.34                        ,+/- 0.01   ,log(erg/s/cm^2^)     ,1940000000000000.0,457000000000.0,+/- 1.05E+10 ,Jy-Hz                ,"Line
",                                        ,2009ApJ...702..767W,40
40,41,C IV 1549            , 5.84E-12                      ,           ...,erg/s/cm^2^          ,1940000000000000.0,584000000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2010MNRAS.409.1033M,41
41,42,NUV (GALEX) AB       , 14.5950                       ,+/- 0.00720064 ,mag                  ,1290000000000000.0,0.00527,+/- 3.50E-05 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GASC..C...0000S,42
42,43,NUV (GALEX) AB       , 15.1936                       ,+/- 0.0105105 ,mag                  ,1290000000000000.0,0.0030399999999999997,+/- 2.94E-05 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GASC..C...0000S,43
43,44,U (Johnson)          , 17.15                         ,+/- 1.24   ,milliJy              ,819000000000000.0,0.0172,+/- 1.24E-03 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,44
44,45,U (U_T)              , 12.65                         ,+/- 0.20   ,mag                  ,819000000000000.0,0.0158,+/- 3.23E-03 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,45
45,46,B (Johnson)          , 13.817                        ,+/- 0.010  , mag                 ,681000000000000.0,0.0127,+/- 1.17E-04 ,Jy                   ,"Broad-band
",                                        ,2009AJ....138..845O,46
46,47,B (Cousins) (B_T)    , 14.08                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.00998,+/- 8.63E-04 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,47
47,48,B (m_B)              , 14.05                         ,+/- 0.21   ,mag                  ,681000000000000.0,0.0102,+/- 2.18E-03 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,48
48,49,B (B_T)              , 13.50                         ,+/- 0.20   ,mag                  ,681000000000000.0,0.017,+/- 3.43E-03 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,49
49,50,B (Cousins) (B_26)   , 14.12                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.0096,+/- 8.29E-04 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,50
50,51,B (Cousins) (B_25)   , 14.15                         ,+/- 0.09   ,mag                  ,681000000000000.0,0.0093,+/- 8.03E-04 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,51
51,52,B (Johnson)          , 16.03                         ,+/- 0.56   ,milliJy              ,669000000000000.0,0.016,+/- 5.60E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,52
52,53,b_J                  , 15.10                         ,+/- 0.12   ,mag                  ,641000000000000.0,0.0036,+/- 4.21E-04 ,Jy                   ,"Broad-band
",                                        ,1990MNRAS.243..692M,53
53,54,5100 A (HST/HRC)     , 4.32E-15                      ,+/- 0.87E-15 ,erg/cm^2^/s/A        ,588000000000000.0,0.00375,+/- 7.56E-04 ,Jy                   ,"Broad-band
","Aperture = 4"" x 9""                      ",2006ApJ...644..133B,54
54,55,V (Johnson)          , 17.71                         ,+/- 0.82   ,milliJy              ,542000000000000.0,0.0177,+/- 8.20E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,55
55,56,V (Johnson)          , 13.697                        ,+/- 0.022  , mag                 ,542000000000000.0,0.0121,+/- 2.45E-04 ,Jy                   ,"Broad-band
",                                        ,2009AJ....138..845O,56
56,57,V (Johnson)          , 15.20                         ,           ...,mag                  ,542000000000000.0,0.00303,    ...      ,Jy                   ,"Broad-band
",Bulge magnitude                         ,2009ApJ...694L.166B,57
57,58,V (V_T)              , 13.18                         ,+/- 0.20   ,mag                  ,542000000000000.0,0.0195,+/- 3.98E-03 ,Jy                   ,"Broad-band
",Nucleus is variable                     ,1991RC3.9.C...0000d,58
58,59,R (Cousins) (R_26)   , 13.39                         ,+/- 0.09   ,mag                  ,468000000000000.0,0.0136,+/- 1.18E-03 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,59
59,60,R (Cousins) (R_T)    , 13.34                         ,+/- 0.09   ,mag                  ,468000000000000.0,0.0142,+/- 1.23E-03 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,60
60,61,R (Cousins) (R_25)   , 13.44                         ,+/- 0.09   ,mag                  ,468000000000000.0,0.013,+/- 1.12E-03 ,Jy                   ,"Broad-band
",See ESO-LV catalog for warning flag.    ,1989ESOLV.C...0000L,61
61,62,R (Johnson)          , 13.345                        ,+/- 0.017  , mag                 ,433000000000000.0,0.0133,+/- 2.08E-04 ,Jy                   ,"Broad-band
",                                        ,2009AJ....138..845O,62
62,63,R (Johnson)          , 20.68                         ,+/- 0.57   ,milliJy              ,428000000000000.0,0.0207,+/- 5.70E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,63
63,64,I (Johnson)          , 13.048                        ,+/- 0.023  , mag                 ,341000000000000.0,0.0138,+/- 2.92E-04 ,Jy                   ,"Broad-band
",                                        ,2009AJ....138..845O,64
64,65,I (Johnson)          , 21.87                         ,+/- 0.88   ,milliJy              ,333000000000000.0,0.0219,+/- 8.80E-04 ,Jy                   ,"Broad-band
","22.5"" aperture                          ",1983ApJS...52..341M,65
65,66,J (RGO)              , 11.69                         ,           ...,mag                  ,250000000000000.0,0.0346,    ...      ,Jy                   ,"Broad-band
",                                        ,1981MNRAS.197.1067G,66
66,67,J                    , 11.80                         ,+/- 0.10   ,mag                  ,250000000000000.0,0.0312,+/- 3.01E-03 ,Jy                   ,"Broad-band
",                                        ,1978MNRAS.184p..15M,67
67,68,J (RGO)              , 11.79                         ,+/- 0.09   ,mag                  ,250000000000000.0,0.0315,+/- 2.73E-03 ,Jy                   ,"Broad-band
",                                        ,1979MNRAS.186p..29G,68
68,69,J (2MASS/CTIO)       , 13.057                        ,+/- 0.064  ,mag                  ,243000000000000.0,0.00954,+/- 5.63E-04 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,69
69,70,J (2MASS/CTIO)       , 12.652                        ,+/- 0.009  ,mag                  ,243000000000000.0,0.0139,+/- 1.15E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,70
70,71,J                    , 11.852                        ,+/- 0.030  ,mag                  ,240000000000000.0,0.0289,+/- 8.10E-04 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,71
71,72,J_14arcsec (2MASS)   , 12.339                        ,+/- 0.011  ,mag                  ,240000000000000.0,0.0185,+/- 1.88E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,72
72,73,J                    , 11.990                        ,+/- 0.027  ,mag                  ,240000000000000.0,0.0255,+/- 6.41E-04 ,Jy                   ,"Broad-band
",  34.8 x   25.8 arcsec integration area.,20032MASX.C.......:,73
73,74,J                    , 12.10                         ,+/- 2.5    ,mag                  ,240000000000000.0,0.0218,+/- 1.96E-01 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979ApJ...227L..59D,74
74,75,J (Johnson)          , 57.7                          ,+/- 2.0    ,milliJy              ,238000000000000.0,0.0577,+/- 2.00E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,75
75,76,J (Johnson)          , 78.2                          ,+/- 2.4    ,milliJy              ,238000000000000.0,0.0782,+/- 2.40E-03 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,76
76,77,J (Johnson)          , 78.0                          ,+/- 2.5    ,milliJy              ,238000000000000.0,0.078,+/- 2.50E-03 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,77
77,78,H (Johnson)          , 112.6                         ,+/- 4.4    ,milliJy              ,187000000000000.0,0.113,+/- 4.40E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,78
78,79,H (Johnson)          , 139.9                         ,+/- 5.2    ,milliJy              ,187000000000000.0,0.14,+/- 5.20E-03 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,79
79,80,H (Johnson)          , 143.9                         ,+/- 5.4    ,milliJy              ,187000000000000.0,0.14400000000000002,+/- 5.40E-03 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,80
80,81,H (RGO)              , 10.67                         ,           ...,mag                  ,183000000000000.0,0.0556,    ...      ,Jy                   ,"Broad-band
",                                        ,1981MNRAS.197.1067G,81
81,82,H (RGO)              , 10.77                         ,+/- 0.06   ,mag                  ,183000000000000.0,0.0507,+/- 2.88E-03 ,Jy                   ,"Broad-band
",                                        ,1979MNRAS.186p..29G,82
82,83,H                    , 10.85                         ,+/- 0.12   ,mag                  ,183000000000000.0,0.0471,+/- 5.50E-03 ,Jy                   ,"Broad-band
",                                        ,1978MNRAS.184p..15M,83
83,84,H                    , 11.168                        ,+/- 0.031  ,mag                  ,182000000000000.0,0.0349,+/- 1.01E-03 ,Jy                   ,"Broad-band
",  34.8 x   25.8 arcsec integration area.,20032MASX.C.......:,84
84,85,H                    , 11.043                        ,+/- 0.031  ,mag                  ,182000000000000.0,0.0392,+/- 1.13E-03 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,85
85,86,H_14arcsec (2MASS)   , 11.492                        ,+/- 0.011  ,mag                  ,182000000000000.0,0.0259,+/- 2.64E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,86
86,87,H                    , 11.60                         ,+/- 0.3    ,mag                  ,182000000000000.0,0.0225,+/- 7.15E-03 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979ApJ...227L..59D,87
87,88,H                    , 10.63                         ,+/- 0.23   ,mag                  ,182000000000000.0,0.0549,+/- 1.29E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979ApJ...227L..59D,88
88,89,H (2MASS/CTIO)       , 11.777                        ,+/- 0.015  ,mag                  ,180000000000000.0,0.0199,+/- 2.75E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,89
89,90,H (2MASS/CTIO)       , 12.105                        ,+/- 0.053  ,mag                  ,180000000000000.0,0.0147,+/- 7.19E-04 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,90
90,91,K_s (2MASS/CTIO)     , 10.947                        ,+/- 0.012  ,mag                  ,139000000000000.0,0.0279,+/- 3.08E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,91
91,92,K_s (2MASS/CTIO)     , 11.111                        ,+/- 0.039  ,mag                  ,139000000000000.0,0.024,+/- 8.61E-04 ,Jy                   ,"Broad-band
",Profile-fit                             ,2006AJ....131.1163S,92
92,93,K_s_14arcsec (2MASS) , 10.757                        ,+/- 0.011  ,mag                  ,138000000000000.0,0.0332,+/- 3.38E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,93
93,94,K_s                  , 10.530                        ,+/- 0.039  ,mag                  ,138000000000000.0,0.0409,+/- 1.50E-03 ,Jy                   ,"Broad-band
",  34.8 x   25.8 arcsec integration area.,20032MASX.C.......:,94
94,95,K_s                  , 10.422                        ,+/- 0.036  ,mag                  ,138000000000000.0,0.0452,+/- 1.52E-03 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,95
95,96,K (RGO)              , 9.81                          ,+/- 0.05   ,mag                  ,137000000000000.0,0.0774,+/- 3.65E-03 ,Jy                   ,"Broad-band
",                                        ,1979MNRAS.186p..29G,96
96,97,K                    , 9.86                          ,+/- 0.05   ,mag                  ,137000000000000.0,0.074,+/- 3.49E-03 ,Jy                   ,"Broad-band
",                                        ,1978MNRAS.184p..15M,97
97,98,K (RGO)              , 9.62                          ,           ...,mag                  ,137000000000000.0,0.0922,    ...      ,Jy                   ,"Broad-band
",                                        ,1981MNRAS.197.1067G,98
98,99,K                    , 9.70                          ,+/- 0.13   ,mag                  ,136000000000000.0,0.0817,+/- 1.04E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979ApJ...227L..59D,99
99,100,K                    , 10.37                         ,+/- 0.12   ,mag                  ,136000000000000.0,0.0441,+/- 5.15E-03 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979ApJ...227L..59D,100
100,101,K (Johnson)          , 158.0                         ,+/- 5.2    ,milliJy              ,135000000000000.0,0.158,+/- 5.20E-03 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,101
101,102,K (Johnson)          , 157.2                         ,+/- 5.3    ,milliJy              ,135000000000000.0,0.157,+/- 5.30E-03 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,102
102,103,K (Johnson)          , 131.8                         ,+/- 4.7    ,milliJy              ,135000000000000.0,0.132,+/- 4.70E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,103
103,104,L                    , 8.53                          ,+/- 0.12   ,mag                  ,88200000000000.0,0.12,+/- 1.40E-02 ,Jy                   ,"Broad-band
",                                        ,1978MNRAS.184p..15M,104
104,105,L                    , 8.32                          ,+/- 0.1    ,mag                  ,85700000000000.0,0.127,+/- 1.22E-02 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979ApJ...227L..59D,105
105,106,L (RGO)              , 8.28                          ,           ...,mag                  ,85700000000000.0,0.13699999999999998,    ...      ,Jy                   ,"Broad-band
",                                        ,1981MNRAS.197.1067G,106
106,107,L                    , 9.47                          ,+/- 0.2    ,mag                  ,85700000000000.0,0.044,+/- 8.90E-03 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979ApJ...227L..59D,107
107,108,L (RGO)              , 8.50                          ,+/- 0.09   ,mag                  ,85700000000000.0,0.11199999999999999,+/- 9.63E-03 ,Jy                   ,"Broad-band
",                                        ,1979MNRAS.186p..29G,108
108,109,L (Johnson)          , 156.4                         ,+/- 7.4    ,milliJy              ,84700000000000.0,0.156,+/- 7.40E-03 ,Jy                   ,"Broad-band
","22.8"" aperture                          ",1983ApJS...52..341M,109
109,110,L (Johnson)          , 125.0                         ,+/- 4.8    ,milliJy              ,84700000000000.0,0.125,+/- 4.80E-03 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,110
110,111,L (Johnson)          , 150.0                         ,+/- 6.0    ,milliJy              ,84700000000000.0,0.15,+/- 6.00E-03 ,Jy                   ,"Broad-band
","13.7"" aperture                          ",1983ApJS...52..341M,111
111,112,M                    , 7.88                          ,+/- 2.5    ,mag                  ,62500000000000.0,0.106,+/- 9.51E-01 ,Jy                   ,"Broad-band
","12"" aperture                            ",1979ApJ...227L..59D,112
112,113,M (Johnson)          , 95.8                          ,+/- 23.1   ,milliJy              ,62500000000000.0,0.0958,+/- 2.31E-02 ,Jy                   ,"Broad-band
","9.1"" aperture                           ",1983ApJS...52..341M,113
113,114,6 microns (Spitzer)  , 159                           ,           ...,milliJy              ,50000000000000.0,0.159,    ...      ,Jy                   ,"Broad-band
",AGN flux                                ,2010MNRAS.403.1246S,114
114,115,6 microns (ISO)      , 0.1386                        ,           ...,Jy                   ,50000000000000.0,0.139,    ...      ,Jy                   ,"Broad-band
",                                        ,2004A&A...418..465L,115
115,116,PAH 6.2 microns IRS  ,...                            ,<0.74E-20   ,W/cm^2^              ,48400000000000.0,,<   7.40E+09 ,Jy-Hz                ,"Line
",                                        ,2010MNRAS.403.1246S,116
116,117,6.7 microns (IRS)    , 146.                          ,           ..., milliJy             ,44700000000000.0,0.146,    ...      ,Jy                   ,"Broad-band
",                                        ,2007A&A...468..979M,117
117,118,LW2 (ISOCAM)         , 169                           ,+/- 24     , milliJy             ,44400000000000.0,0.16899999999999998,+/- 2.40E-02 ,Jy                   ,"Broad-band
",                                        ,2007AJ....134.2006R,118
118,119,PAH1 (VLT)           , 195.2                         ,+/- 4.3    ,milliJy              ,34900000000000.0,0.195,+/- 4.30E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,119
119,120,PAH1 (VLT)           , 187.8                         ,+/- 5.9    ,milliJy              ,34900000000000.0,0.188,+/- 5.90E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,120
120,121,PAH1 (VLT)           , 185.1                         ,+/- 4.1    ,milliJy              ,34900000000000.0,0.185,+/- 4.10E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,121
121,122,PAH1 (VLT)           , 189.4                         ,+/- 7.3    ,milliJy              ,34900000000000.0,0.18899999999999997,+/- 7.30E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,122
122,123,PAH1 (VLT)           , 196.4                         ,+/- 3.8    ,milliJy              ,34900000000000.0,0.196,+/- 3.80E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,123
123,124,PAH1 (VLT)           , 191.6                         ,+/- 7.0    ,milliJy              ,34900000000000.0,0.192,+/- 7.00E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,124
124,125,PAH1 (VLT)           , 197.8                         ,+/- 7.6    ,milliJy              ,34900000000000.0,0.198,+/- 7.60E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,125
125,126,PAH1 (VLT)           , 196.7                         ,+/- 5.1    ,milliJy              ,34900000000000.0,0.19699999999999998,+/- 5.10E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,126
126,127,PAH1 (VLT)           , 209.1                         ,+/- 7.4    ,milliJy              ,34900000000000.0,0.209,+/- 7.40E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,127
127,128,PAH1 (VLT)           , 188.2                         ,+/- 2.6    ,milliJy              ,34900000000000.0,0.188,+/- 2.60E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,128
128,129,PAH1 (VLT)           , 195.9                         ,+/- 9.7    ,milliJy              ,34900000000000.0,0.196,+/- 9.70E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,129
129,130,ARIII (VLT)          , 196.0                         ,+/- 8.0    ,milliJy              ,33300000000000.0,0.196,+/- 8.00E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,130
130,131,LW7 (ISOCAM)         , 229                           ,+/- 23     , milliJy             ,31200000000000.0,0.22899999999999998,+/- 2.30E-02 ,Jy                   ,"Broad-band
",                                        ,2007AJ....134.2006R,131
