Pol,1/NTD
1.71,0.5516086034047952
1.98,0.6711086087610789
1.94,0.5106418056140012
2.92,1.150990930736268
3.59,1.103427018806919
1.55,1.1560165434294372
3.01,1.0928416478151775
1.34,1.0467111934281623
1.31,1.2521888151550216
0.59,1.1501337410430421
3.87,0.7288539167516671
2.39,0.8160168911567587
1.73,0.8160168911567587
2.65,0.8706259323743056
1.62,0.8624203903934796
1.58,1.105582857364283
0.84,0.9580660677663695
3.53,1.0309519171974024
4.71,0.9856523154041679
3.86,0.9517071043322911
2.6,1.0397751917357132
2.22,1.1027661930979331
2.08,1.0835066942269065
2.17,1.0622068121422956
2.16,1.0719021847514576
1.51,1.0298587723183954
2.23,1.1152586267865185
1.34,1.020981741158066
1.3,1.020981741158066
1.64,1.1037251206481036
2.36,1.1614435536162533
2.31,1.3842627840949546
2.25,1.0528605685886177
1.75,1.147928539562853
1.93,1.0996715983743917
1.67,1.1185237816077478
8.31,1.4940827280201914
1.36,1.161496687068924
0.99,1.2133571316998697
1.61,1.2522597396363981
1.83,1.2346046523346725
1.45,1.4014789068988533
0.77,1.316259542274319
1.26,1.3419871099553247
0.87,0.9723044436438377
1.44,1.0202791603402068
1.35,1.0202791603402068
0.63,1.4220344673978633
0.75,1.2671466171305266
3.48,1.2402330811828635
2.41,1.3010308852699721
1.35,1.1858178280243292
1.75,1.1830106302578562
1.35,1.1830106302578562
0.67,1.1872911687422898
0.68,1.1872911687422898
1.98,1.2480548727555583
1.65,1.247435144381453
1.19,1.2396172367615232
0.8,1.323245701736178
0.83,1.4254895869954192
2.28,1.2418578920341596
1.11,1.4659725145501281
1.05,1.2947316185934787
2.85,1.2226916173030675
3.29,1.2340749380900549
2.84,1.1431323087107246
2.16,1.2660457073310092
1.85,1.3435637509071934
0.81,1.3641462300932747
4.38,0.6998160791901055
2.52,0.8085637850440957
1.53,1.1969386795590113
2.51,1.3156202762633313
1.6,1.045612727414945
1.74,0.9465752745687526
1.23,1.086740438501662
1.28,1.20967810554172
2.56,0.8800916674250727
2.38,1.1313351903265982
9.82,0.6404110926532043
10.95,0.5938405096197936
6.67,0.5938405096197936
1.42,1.165844134227359
2.53,1.0565988240253605
2.94,1.0762424627803464
2.79,1.0609487810445155
3.49,1.0216848057844987
2.08,0.9861312484483429
0.61,0.9861312484483429
2.11,0.8959579067559947
2.3,0.8751877493600564
2.83,1.1116639185707848
5.31,1.2061731314369983
2.1,1.2061731314369983
1.65,1.306842571115193
3.03,0.7138646786997888
1.44,0.8312909925661661
1.7,1.0023576419401077
1.82,1.09388964174758
1.91,0.8947856614140953
3.15,0.5685295920961422
1.49,0.446711811852585
4.47,0.5618441897827142
4.35,0.6545520413716283
1.84,0.7969645029985308
6.82,0.7169894609324396
6.7,0.8699472196509083
3.6,1.1747593546612645
3.98,1.0896752007590684
3.61,1.0465447541211765
2.96,0.9708123412035943
2.33,1.1338147441966662
2.32,1.167910733987746
5.45,0.9751170819933533
4.54,0.9736652042408893
3.6,1.0863711911952372
4.25,0.870280822330865
5.56,0.870280822330865
2.05,1.0580291539130187
1.53,1.172956564073144
0.95,1.207616517205506
3.93,1.1855078840770663
3.02,1.0937776490161708
5.12,1.0522896250945206
2.0,1.2906596453412367
4.63,1.218915248151956
3.26,1.2023272930136153
2.13,1.2441161483115495
2.72,1.3578785474945005
3.69,1.4335238392503575
1.28,1.1188527722565371
2.48,1.187893956026277
2.38,0.960339488525895
6.67,0.8149492383213731
3.09,0.886311870176628
4.87,0.8019557871504868
3.58,0.963096534722156
3.79,0.9986764001600332
3.12,0.8099335422929111
1.58,0.9277792489092399
1.72,0.7989652841272301
2.99,0.8797638863810636
4.22,0.818443392938722
5.97,0.8222211559952566
5.22,0.2219743247926465
3.69,0.3529424360387767
9.87,0.23593523813837783
4.49,0.4352842390098006
6.74,0.4071904091601144
8.67,0.34869034667991156
5.78,0.30923089404021736
7.31,0.30923089404021736
12.06,0.23045271839623108
4.46,0.3382460503870607
4.87,0.29430108537207644
6.93,0.3676329086572436
15.32,0.2871218378090409
17.98,0.2871218378090409
13.59,0.32202128522680284
19.06,0.25167502100434175
4.05,0.6829900555417552
4.63,0.58087323028338
4.01,0.6097334469595596
1.8,0.5293566148127817
2.77,0.7314481373658588
4.89,0.557157832644738
6.42,0.5814441985383074
6.23,0.6836152326434197
5.15,0.5354862755211756
5.66,0.41167042604368576
1.57,0.5153914156807732
9.8,0.45388129937956806
10.63,0.45388129937956806
1.95,0.9408334982333847
3.69,0.8059576174599347
10.78,0.8195245496898899
17.96,0.6540574457990986
9.56,0.7237466487120982
5.58,0.8348170226359124
2.83,0.7377017177175974
0.92,0.7091991589952908
2.68,0.7091991589952908
1.79,0.7703175993493441
3.03,0.5502464349837166
4.62,0.7643234770345693
3.92,0.5737838819107249
4.24,0.7195351823986839
3.11,0.6214833778192921
2.4,1.0758041299739614
3.52,0.9153068197406616
2.82,0.863988658609068
1.36,1.1731558855661546
1.05,0.8997680303361059
2.55,0.9717877687219967
1.32,0.8442648598042417
9.45,0.6995706793149652
12.75,0.6798297866452291
5.52,0.9920133172499055
0.77,1.055644045537033
3.8,0.5444741859152535
1.62,0.6740579828284895
5.84,0.40391983011173943
4.53,0.3307108465329099
7.25,0.40787488383182896
5.34,0.4274436823451143
2.04,0.46110658514820785
8.02,0.47308426690480837
2.16,0.734352278224689
6.66,0.5821006816511528
1.34,1.0221456200380337
1.78,0.954395706273444
0.76,0.700977178336335
1.35,0.8520377675426228
5.02,0.7773571981923959
2.62,0.8210702596943261
0.56,0.8346188211365988
2.6,0.8346188211365988
2.12,0.8254191693473631
3.09,0.8692898662000603
1.41,0.9929429899564584
1.37,0.9190230318104643
2.85,0.8565600304553578
1.59,0.9435345445285718
1.9,0.9852401468482738
1.22,0.9613148640629625
1.04,0.9804036503189129
1.02,1.0383084668296647
1.2,0.9403663222887426
1.73,0.9252684183174725
3.26,1.0228717682839503
1.48,1.1027902161883225
1.6,2.14854177967332
2.25,0.9897425302262426
4.39,0.636605502154752
5.76,0.8836129302413203
3.61,0.800742545775551
2.74,0.6862203233901574
0.64,0.636203459702106
1.9,0.7310037144214208
1.76,0.8049294275168539
0.78,1.1530965095506651
0.88,1.2369467201728346
0.63,1.1046969144271162
0.71,1.0949028627829502
1.54,1.132318960494121
1.76,0.9711084629162148
5.82,0.9982587853447208
6.44,1.0601101517216986
5.0,0.9746774696314048
4.49,0.9668867110343784
1.61,1.0047930720311364
4.71,0.9892855488354492
2.06,1.5015056235957878
2.45,1.318414692112603
2.86,1.2370167813357407
0.85,1.1011242551896612
5.01,1.0760596070685864
2.49,1.1649885718264297
6.38,0.9300638662355206
10.09,0.7630641000830715
2.63,0.7630641000830715
6.92,0.5751379117432075
4.91,0.8287505718063722
2.38,0.9213181989815422
2.5,0.9213181989815422
7.07,0.719469352655863
27.43,0.28627744557724555
18.51,0.19916753256883044
15.52,0.31088909398769554
10.52,0.29496281262734325
20.01,0.45838147494332776
3.38,0.5026184315604438
8.74,0.5026184315604438
2.78,0.663905031870202
4.27,0.7848508508000708
2.59,1.0129333946670276
1.34,0.9943781231355989
1.72,0.988893402948176
3.37,0.8362968367965674
1.38,1.0224908102672803
5.78,0.7674099682239173
3.02,0.748105940076257
4.04,0.7331183289274885
2.36,0.616362672033061
3.81,0.885869837445637
3.28,0.7736187072771487
3.5,0.663702586208803
6.08,0.7507441528138445
2.84,0.8294350869266817
12.85,0.4003989265131513
14.91,0.4003989265131513
3.03,0.4003989265131513
0.77,0.39846029489139745
5.81,0.36154687894752785
5.22,0.2913102217121633
14.09,0.2913102217121633
3.89,0.30777524112421756
6.11,0.4212989241064838
8.83,0.32979788891477074
3.96,0.5012636650342684
7.21,0.5895110612645843
6.23,0.5895110612645843
4.87,0.4875815949743407
5.65,0.57491118348294
10.96,0.5119739586628832
1.48,0.5967557250192747
2.65,0.5935585649443643
3.85,0.5753785168010521
6.6,1.0903495586721719
1.41,1.0903495586721719
2.33,0.8532302123873199
3.91,0.08691535323320604
2.0,0.8395880047600439
2.02,0.7775147009883104
3.09,1.0855361139002713
1.71,1.0789772777867117
3.74,0.6691932643900754
4.16,0.5010933481383877
7.81,0.44254595217702997
6.0,0.8204659245557598
3.33,0.6940166902874062
0.52,0.9797119191004655
0.75,0.9519476274780783
1.48,0.8874672142953483
0.53,1.000407446666349
0.26,1.0393109576286157
0.22,1.013317414054028
0.44,1.0188798878763916
0.33,0.9922207965857388
0.17,1.014450456717839
0.26,1.0359497606840744
0.25,1.0609418475056294
0.2,1.0609418475056294
0.2,1.016789006538802
0.23,1.0166627600127827
0.16,1.0166627600127827
0.26,0.9951257322122229
0.17,1.0107930605079511
0.29,1.0080927073860373
0.26,1.0286905925823455
0.21,1.0217359971072641
0.17,1.0306779609343928
0.22,1.0148858993646481
0.39,0.989257533258571
0.35,0.9964858697497685
0.37,1.0072739154149084
0.24,1.0481464045445135
0.21,0.9670994688114292
0.26,0.9670994688114292
0.28,0.9557917825422815
0.26,0.9533567370438436
0.22,0.9605612680752709
0.25,0.9605612680752709
0.59,0.9347314378495911
0.56,0.9184686412317454
0.77,0.9184686412317454
0.4,0.9706537417173728
0.33,0.9879632173911315
0.37,0.9945644310891341
0.39,0.9923440079725495
0.34,0.9860023646606813
1.58,0.87647750798091
0.92,0.9257018778986968
0.62,0.9063780219790406
0.72,0.9281916426135148
0.77,0.9169872397688028
1.05,0.935375109114833
0.9,0.942443752716743
0.56,0.94998375297046
0.44,0.943912815810494
0.51,0.9508098261658838
0.59,0.958892902443046
0.39,0.9458538376726481
0.44,0.9483874730662185
0.26,1.0358211351210929
0.24,1.037693421193867
0.23,1.0148284190722223
0.25,1.0224974925183319
0.29,1.0290738605041352
0.29,1.0356925255285312
0.3,1.0311900038889399
0.25,1.0265795783325204
0.22,1.0309339506215789
0.23,0.9991551319213984
0.17,1.0325994340617115
0.23,1.0508830790659955
0.27,1.041507140186091
0.14,1.041507140186091
0.19,1.0816059392771367
0.22,1.0816059392771367
0.19,1.0272171265039702
0.2,1.0459248296919224
0.2,1.0594221856805237
0.19,1.0659712856659742
0.23,1.0585017489683897
0.21,1.0393109576286157
0.28,0.9669246248341987
0.19,1.0023401736816215
0.21,1.0023401736816215
0.17,1.2378740043990863
0.18,0.9848453137163445
0.21,0.9848453137163445
0.2,0.9907434526578176
0.21,0.9907434526578176
0.22,1.0563410638206376
0.18,1.0563410638206376
0.12,1.0757127354727019
0.23,0.9239793209965549
0.2,0.9239793209965549
0.19,0.9331709508815268
0.17,0.9238645979039479
0.13,0.947627496391626
0.19,0.913516041121382
0.25,0.9043032600630214
0.2,0.8983520161767367
0.23,0.8983520161767367
0.25,0.9287680878273645
0.18,1.0624752616712911
0.14,1.060031636379337
0.17,1.0454874570810224
0.15,1.0438603078226718
0.11,1.0319113376876579
0.19,1.0624752616712911
0.16,1.014713468253705
0.18,1.0278080506927365
0.19,0.9824582332529165
0.22,0.9911795152566741
0.18,0.959910720510918
0.23,0.9492762614863544
0.22,0.968191378355495
0.21,0.9996057845333474
0.22,1.0536498515721073
0.19,1.096330113873285
0.19,1.0944879247583132
0.28,1.0944879247583132
0.24,1.0590391499119443
0.22,1.1732146663185663
0.19,1.1423755333404317
0.19,1.0507045319633677
0.21,1.092044416612446
0.19,1.002475560647874
0.18,0.9460990645035405
0.19,0.9297539298731404
0.2,0.8955071616492225
0.2,0.939172799894911
0.17,0.9390561903500043
0.23,0.9413378167949666
0.24,0.9687377953507309
0.22,0.9603332124913931
0.2,0.9887770818758671
0.25,1.024865755528663
0.21,1.0994033304472657
0.18,1.0053426252962518
0.18,0.9903744605002082
0.21,0.9926575094179436
0.17,1.0587761814642
0.22,0.9553816945669917
0.13,0.9827579072499155
0.15,0.990866480591951
0.17,1.1491394998094917
0.19,1.14122887913521
0.15,1.1688397343550783
0.11,1.1326692805474514
0.12,1.0906037383630003
0.16,1.1232608065168062
0.17,1.2076507166654438
0.18,1.2182887575184025
0.21,1.2419471695614663
0.21,1.1764111432921256
0.12,1.2508665368952934
0.12,1.245273942875077
0.2,1.2673232932365002
0.18,1.2341636560985245
0.21,1.253905769476868
0.21,1.2434198213887755
0.25,1.2354736606513055
0.2,1.253127525705481
0.11,1.2258199334669342
0.12,1.2274258618684994
0.22,1.1926285549925728
0.18,1.139723314344275
0.18,1.3506242146379215
0.29,1.216077381805534
0.38,1.2379171508119937
0.26,1.2080059221598123
0.52,1.3349078199971018
0.48,1.3349078199971018
0.22,1.349359652138504
0.25,1.3544869790693346
0.26,1.3660018175438062
0.29,1.2433927348347575
0.18,1.2470330292788587
0.28,1.2291597358948667
0.18,1.2211530656262395
0.19,1.2102579843994743
0.31,1.204547776467542
0.26,1.1777137216800844
0.36,1.2291597358948667
0.38,1.2208498429114303
0.33,1.269744025012273
0.23,1.2196377047932438
0.26,1.2417659158396723
0.19,1.3670198927790087
0.27,1.340479480259384
0.22,1.3420689678032052
0.22,1.3169937911707028
0.21,1.248892538588539
0.36,1.2588842755284038
0.26,1.3070276292067773
0.28,1.2918185415831145
0.36,1.140354117717842
0.28,1.0329144023618533
0.2,1.0978788007372522
0.29,1.1353322894472289
0.18,1.3161907274313456
0.33,1.2319234650781616
0.33,1.345086570043127
0.31,1.3068795806372289
0.34,1.1733347926670135
0.39,1.2075560128412828
0.35,1.2047787110810624
0.26,1.3490245946354829
0.28,1.2087561435581813
0.35,1.2469624008237057
0.25,1.2046973540641694
0.34,1.2269419916095814
0.33,1.260931748941594
0.38,1.2084559991048471
0.38,1.2868555541382483
0.27,1.2312285980858566
0.26,1.3201936932560143
0.27,1.4183065353584736
0.22,1.3984992946167845
0.18,1.4014697479190568
0.18,1.4415468473485964
0.18,1.3681162130484943
0.16,1.3881038185032484
0.25,1.2129660017644022
0.17,1.2319100469459023
0.16,1.2163661703570072
0.24,1.207992764537855
0.24,1.1512567390811153
0.26,1.2528600306923872
