1.12e+01 0.00e+00 1.24e-05 2.44e-04 3.26e-04 8.93e-04 
1.41e+01 0.00e+00 0.00e+00 8.04e-05 2.52e-04 8.99e-04 
1.78e+01 0.00e+00 0.00e+00 7.66e-05 1.38e-04 7.64e-04 
2.24e+01 0.00e+00 0.00e+00 3.46e-05 1.15e-04 7.27e-04 
2.82e+01 0.00e+00 0.00e+00 1.59e-05 7.60e-05 5.48e-04 
3.55e+01 0.00e+00 0.00e+00 2.00e-05 3.99e-05 4.99e-04 
4.47e+01 0.00e+00 0.00e+00 0.00e+00 3.27e-05 3.98e-04 
5.62e+01 0.00e+00 0.00e+00 4.03e-06 2.35e-05 3.47e-04 
7.08e+01 0.00e+00 0.00e+00 0.00e+00 1.22e-05 3.02e-04 
8.91e+01 0.00e+00 0.00e+00 0.00e+00 3.07e-06 1.87e-04 
1.12e+02 0.00e+00 0.00e+00 0.00e+00 5.83e-06 1.55e-04 
1.41e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.38e-04 
1.78e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00 8.41e-05 
2.24e+02 0.00e+00 0.00e+00 0.00e+00 1.73e-08 6.66e-05 
2.82e+02 0.00e+00 0.00e+00 0.00e+00 4.44e-06 3.90e-05 
3.55e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.48e-05 
4.47e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.14e-05 
5.62e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00 4.37e-06 
7.08e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.62e-06 
8.91e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.57e-07 
1.12e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.93e-10 
1.41e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1.78e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2.24e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2.82e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3.55e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4.47e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5.62e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7.08e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8.91e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
